EnergyDCTDelta,EnergyIDCTDelta,EnergyFFTDelta,EnergyIFFTDelta,EnergyDWTcADelta,EnergyDWTcDDelta,EnergySTFTDelta,EnergyWVDDelta,EnergyDCTTheta,EnergyIDCTTheta,EnergyFFTTheta,EnergyIFFTTheta,EnergyDWTcATheta,EnergyDWTcDTheta,EnergySTFTTheta,EnergyWVDTheta,EnergyDCTAlphaLow,EnergyIDCTAlphaLow,EnergyFFTAlphaLow,EnergyIFFTAlphaLow,EnergyDWTcAAlphaLow,EnergyDWTcDAlphaLow,EnergySTFTAlphaLow,EnergyWVDAlphaLow,EnergyDCTAlphaHigh,EnergyIDCTAlphaHigh,EnergyFFTAlphaHigh,EnergyIFFTAlphaHigh,EnergyDWTcAAlphaHigh,EnergyDWTcDAlphaHigh,EnergySTFTAlphaHigh,EnergyWVDAlphaHigh,EnergyDCTBetaLow,EnergyIDCTBetaLow,EnergyFFTBetaLow,EnergyIFFTBetaLow,EnergyDWTcABetaLow,EnergyDWTcDBetaLow,EnergySTFTBetaLow,EnergyWVDBetaLow,EnergyDCTBetaHigh,EnergyIDCTBetaHigh,EnergyFFTBetaHigh,EnergyIFFTBetaHigh,EnergyDWTcABetaHigh,EnergyDWTcDBetaHigh,EnergySTFTBetaHigh,EnergyWVDBetaHigh,EnergyDCTGammaLow,EnergyIDCTGammaLow,EnergyFFTGammaLow,EnergyIFFTGammaLow,EnergyDWTcAGammaLow,EnergyDWTcDGammaLow,EnergySTFTGammaLow,EnergyWVDGammaLow,EnergyDCTGammaMid,EnergyIDCTGammaMid,EnergyFFTGammaMid,EnergyIFFTGammaMid,EnergyDWTcAGammaMid,EnergyDWTcDGammaMid,EnergySTFTGammaMid,EnergyWVDGammaMid,Level
2.70E+17,2.34E+17,1.17E+17,3.35E+13,1.01E+15,9.65E+14,2.457627119,5.38E+32,2.61E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,6.98E+14,2.457627119,5.37E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.72E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.74E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.68E+32,1.06E+18,7.62E+17,3.81E+17,1.09E+14,5.48E+15,9.80E+14,2.457627119,2.21E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.86E+32,1.39E+12,8.25E+11,4.13E+11,118564690.7,6074599458,930302507.5,2.457627119,2.47E+21,4
1.89E+17,1.68E+17,8.41E+16,2.42E+13,7.84E+14,6.41E+14,2.457627119,3.76E+32,5.28E+17,4.31E+17,2.16E+17,6.19E+13,2.12E+15,1.53E+15,2.457627119,1.09E+33,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.72E+32,1.42E+17,1.16E+17,6.63E+16,1.91E+13,8.44E+14,2.80E+14,2.457627119,2.96E+32,8.33E+17,6.29E+17,3.15E+17,9.04E+13,3.23E+15,2.10E+15,2.457627119,1.77E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.68E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,4
2.63E+17,2.16E+17,1.16E+17,3.34E+13,1.02E+15,9.45E+14,2.457627119,5.51E+32,6.25E+17,4.80E+17,2.48E+17,7.14E+13,2.40E+15,1.81E+15,2.457627119,1.29E+33,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,3.00E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,3.01E+17,2.65E+17,1.32E+17,3.80E+13,1.40E+15,8.41E+14,2.457627119,6.36E+32,6.24E+17,4.97E+17,2.48E+17,7.13E+13,3.09E+15,1.40E+15,2.457627119,1.30E+33,6.86E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,9.68E+11,5.97E+11,2.99E+11,85968007.81,4295395117,1032045785,2.457627119,1.57E+21,4
2.24E+17,2.00E+17,9.98E+16,2.87E+13,1.13E+15,5.57E+14,2.457627119,4.54E+32,5.76E+17,4.64E+17,2.32E+17,6.67E+13,2.67E+15,1.54E+15,2.457627119,1.19E+33,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.93E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.40E+15,8.41E+14,2.457627119,5.39E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.95E+32,8.88E+17,6.63E+17,3.31E+17,9.52E+13,3.80E+15,2.10E+15,2.457627119,1.84E+33,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.76E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.40E+14,1.40E+14,2.457627119,7.20E+31,4
2.73E+17,2.35E+17,1.18E+17,3.38E+13,1.30E+15,6.96E+14,2.457627119,5.39E+32,5.76E+17,4.64E+17,2.32E+17,6.66E+13,2.25E+15,1.68E+15,2.457627119,1.21E+33,6.24E+17,4.97E+17,2.48E+17,7.14E+13,3.09E+15,1.40E+15,2.457627119,1.29E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.39E+14,2.457627119,8.08E+32,2.19E+17,1.99E+17,9.94E+16,2.85E+13,8.43E+14,8.41E+14,2.457627119,4.77E+32,1.06E+18,7.62E+17,3.81E+17,1.09E+14,4.50E+15,2.24E+15,2.457627119,2.22E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.72E+32,1.04E+12,6.16E+11,3.08E+11,88500916.46,4837807901,548997195,2.457627119,1.56E+21,4
1.08E+17,1.01E+17,5.04E+16,1.45E+13,4.38E+14,4.16E+14,2.457627119,2.24E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.25E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.79E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,1.26E+15,7.01E+14,2.457627119,4.53E+32,5.75E+17,4.64E+17,2.32E+17,6.66E+13,2.95E+15,1.26E+15,2.457627119,1.19E+33,1.05E+17,9.93E+16,4.97E+16,1.43E+13,4.21E+14,4.20E+14,2.457627119,2.23E+32,1.03E+12,6.36E+11,3.18E+11,91321458.08,4372690873,1075229203,2.457627119,2.19E+21,4
3.98E+17,3.16E+17,1.66E+17,4.78E+13,1.74E+15,1.08E+15,2.457627119,8.12E+32,6.75E+17,5.14E+17,2.65E+17,7.61E+13,2.81E+15,1.68E+15,2.457627119,1.40E+33,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.93E+32,6.87E+16,6.64E+16,3.32E+16,9.53E+12,2.83E+14,2.80E+14,2.457627119,1.45E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.86E+32,7.27E+17,5.47E+17,2.82E+17,8.09E+13,3.24E+15,1.54E+15,2.457627119,1.50E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.18E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,4
1.14E+17,1.03E+17,5.15E+16,1.48E+13,4.65E+14,4.08E+14,2.457627119,2.19E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.67E+15,9.77E+14,2.457627119,1.14E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.25E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,6.99E+14,2.457627119,5.39E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.81E+14,2.457627119,7.25E+32,1.31E+18,8.94E+17,4.47E+17,1.28E+14,5.48E+15,2.10E+15,2.457627119,2.73E+33,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.55E+15,1.54E+15,2.457627119,8.97E+32,3.37E+16,3.31E+16,1.66E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,6.96E+31,4
2.34E+17,2.02E+17,1.01E+17,2.91E+13,9.20E+14,7.94E+14,2.457627119,4.62E+32,4.82E+17,3.98E+17,1.99E+17,5.72E+13,2.26E+15,1.11E+15,2.457627119,9.95E+32,3.01E+17,2.65E+17,1.33E+17,3.81E+13,1.40E+15,8.42E+14,2.457627119,6.30E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,9.83E+14,4.21E+14,2.457627119,3.75E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.12E+15,1.12E+15,2.457627119,6.37E+32,1.18E+18,8.28E+17,4.14E+17,1.19E+14,5.48E+15,1.54E+15,2.457627119,2.44E+33,5.74E+17,4.64E+17,2.32E+17,6.66E+13,2.25E+15,1.68E+15,2.457627119,1.19E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,9.83E+14,4.20E+14,2.457627119,3.72E+32,4
1.52E+17,1.35E+17,6.77E+16,1.95E+13,5.90E+14,5.57E+14,2.457627119,2.95E+32,4.36E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,8.96E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,1.41E+15,2.80E+14,2.457627119,3.86E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,6.99E+14,2.457627119,5.37E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.12E+15,5.61E+14,2.457627119,4.56E+32,6.75E+17,5.30E+17,2.65E+17,7.61E+13,3.09E+15,1.40E+15,2.457627119,1.40E+33,4.79E+17,3.98E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,1.01E+33,1.45E+12,9.37E+11,4.69E+11,134642785.8,6512914178,1449733112,2.457627119,4.22E+21,4
1.55E+17,1.37E+17,6.83E+16,1.96E+13,6.58E+14,5.01E+14,2.457627119,3.02E+32,6.80E+17,5.30E+17,2.65E+17,7.62E+13,3.11E+15,1.38E+15,2.457627119,1.40E+33,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.40E+15,8.41E+14,2.457627119,6.25E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.83E+15,1.26E+15,2.457627119,9.18E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.83E+15,7.01E+14,2.457627119,7.14E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.85E+14,9.81E+14,2.457627119,5.37E+32,5.26E+17,4.31E+17,2.15E+17,6.19E+13,2.39E+15,1.26E+15,2.457627119,1.09E+33,1.42E+12,9.15E+11,4.57E+11,131410485.1,6155629776,1615422572,2.457627119,4.08E+21,4
4.75E+16,4.01E+16,2.01E+16,5.76E+12,1.87E+14,1.53E+14,2.457627119,7.30E+31,4.37E+17,3.65E+17,1.82E+17,5.24E+13,1.84E+15,1.25E+15,2.457627119,8.97E+32,6.75E+17,5.30E+17,2.65E+17,7.62E+13,3.52E+15,1.26E+15,2.457627119,1.40E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.51E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.82E+14,2.457627119,5.37E+32,6.75E+17,5.30E+17,2.65E+17,7.61E+13,2.81E+15,1.68E+15,2.457627119,1.40E+33,6.24E+17,4.97E+17,2.49E+17,7.14E+13,2.11E+15,2.10E+15,2.457627119,1.30E+33,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,4
4.87E+16,4.07E+16,2.04E+16,5.85E+12,2.13E+14,1.32E+14,2.457627119,7.29E+31,6.34E+17,4.98E+17,2.49E+17,7.15E+13,2.85E+15,1.65E+15,2.457627119,1.33E+33,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.69E+15,1.12E+15,2.457627119,7.19E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.82E+14,2.457627119,5.37E+32,4.33E+17,3.64E+17,1.82E+17,5.24E+13,1.55E+15,1.54E+15,2.457627119,9.03E+32,4.80E+17,3.98E+17,1.99E+17,5.71E+13,1.69E+15,1.68E+15,2.457627119,9.93E+32,5.26E+17,4.31E+17,2.15E+17,6.19E+13,1.83E+15,1.82E+15,2.457627119,1.09E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.83E+14,9.82E+14,2.457627119,5.44E+32,4
1.30E+16,8.32E+15,4.16E+15,1.19E+12,5.97E+13,1.33E+13,2.457627119,3.41E+29,3.94E+17,3.32E+17,1.66E+17,4.77E+13,1.43E+15,1.39E+15,2.457627119,8.05E+32,4.33E+17,3.64E+17,1.82E+17,5.24E+13,2.11E+15,9.80E+14,2.457627119,9.02E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.83E+15,1.26E+15,2.457627119,9.30E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.37E+32,5.75E+17,4.64E+17,2.32E+17,6.66E+13,2.25E+15,1.68E+15,2.457627119,1.19E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.37E+32,1.04E+17,9.93E+16,4.96E+16,1.43E+13,7.01E+14,1.40E+14,2.457627119,2.18E+32,4
4.72E+16,4.00E+16,2.00E+16,5.74E+12,1.90E+14,1.49E+14,2.457627119,7.02E+31,5.35E+17,4.32E+17,2.16E+17,6.20E+13,2.44E+15,1.22E+15,2.457627119,1.09E+33,6.25E+17,4.97E+17,2.49E+17,7.14E+13,2.40E+15,1.81E+15,2.457627119,1.36E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.81E+14,2.457627119,7.14E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.61E+14,2.457627119,2.93E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,1.12E+15,5.60E+14,2.457627119,4.53E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.41E+15,8.42E+14,2.457627119,6.26E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,8.42E+14,2.80E+14,2.457627119,3.00E+32,4
1.55E+16,9.96E+15,4.98E+15,1.43E+12,6.74E+13,1.71E+13,2.457627119,5.00E+29,3.08E+17,2.66E+17,1.33E+17,3.82E+13,1.70E+15,5.54E+14,2.457627119,6.38E+32,3.89E+17,3.32E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.04E+32,6.75E+17,5.30E+17,2.65E+17,7.62E+13,2.81E+15,1.68E+15,2.457627119,1.44E+33,4.33E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,9.11E+32,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.80E+14,2.457627119,7.26E+32,4.34E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,9.10E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.26E+15,7.01E+14,2.457627119,5.37E+32,4
4.93E+16,4.12E+16,2.06E+16,5.92E+12,1.94E+14,1.56E+14,2.457627119,7.06E+31,5.35E+17,4.32E+17,2.16E+17,6.20E+13,2.16E+15,1.50E+15,2.457627119,1.14E+33,7.27E+17,5.63E+17,2.82E+17,8.09E+13,2.95E+15,1.82E+15,2.457627119,1.50E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.37E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,6.86E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.61E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,2.95E+32,4
1.99E+17,1.71E+17,8.53E+16,2.45E+13,7.98E+14,6.48E+14,2.457627119,3.76E+32,4.86E+17,3.98E+17,1.99E+17,5.72E+13,2.00E+15,1.38E+15,2.457627119,1.01E+33,4.34E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,9.32E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.04E+14,7.01E+14,2.457627119,3.73E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.41E+14,2.457627119,4.53E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,2.11E+15,9.81E+14,2.457627119,8.95E+32,4.79E+17,3.98E+17,1.99E+17,5.71E+13,2.25E+15,1.12E+15,2.457627119,9.93E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,4
1.26E+17,9.05E+16,5.35E+16,1.54E+13,5.36E+14,3.72E+14,2.457627119,2.21E+32,2.66E+17,2.33E+17,1.16E+17,3.35E+13,1.00E+15,9.70E+14,2.457627119,5.61E+32,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.14E+32,3.02E+17,2.65E+17,1.32E+17,3.80E+13,1.13E+15,1.11E+15,2.457627119,6.29E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.41E+14,2.457627119,5.02E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.83E+15,1.26E+15,2.457627119,9.09E+32,4.79E+17,3.98E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,1.08E+33,1.42E+17,1.33E+17,6.63E+16,1.91E+13,5.63E+14,5.61E+14,2.457627119,3.17E+32,4
8.16E+16,7.16E+16,3.58E+16,1.03E+13,3.30E+14,2.77E+14,2.457627119,1.43E+32,4.38E+17,3.65E+17,1.83E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,9.04E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,9.84E+14,4.21E+14,2.457627119,3.75E+32,6.86E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,6.87E+16,6.64E+16,3.32E+16,9.54E+12,2.84E+14,2.79E+14,2.457627119,1.42E+32,1.42E+17,1.33E+17,6.64E+16,1.91E+13,8.43E+14,2.81E+14,2.457627119,2.94E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,1.05E+17,9.96E+16,4.98E+16,1.43E+13,4.22E+14,4.22E+14,2.457627119,2.17E+32,4
4.79E+16,4.00E+16,2.00E+16,5.74E+12,2.04E+14,1.36E+14,2.457627119,7.29E+31,5.83E+17,4.65E+17,2.32E+17,6.67E+13,2.29E+15,1.64E+15,2.457627119,1.20E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.75E+14,2.457627119,7.11E+32,5.26E+17,4.31E+17,2.15E+17,6.18E+13,2.53E+15,1.40E+15,2.457627119,1.12E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.12E+15,5.61E+14,2.457627119,4.53E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.19E+32,6.31E+11,4.15E+11,2.08E+11,59663540.78,2656495801,871724386.5,2.457627119,1.01E+21,4
1.55E+17,1.36E+17,6.80E+16,1.95E+13,6.09E+14,5.44E+14,2.457627119,2.97E+32,6.80E+17,5.14E+17,2.65E+17,7.62E+13,3.39E+15,1.11E+15,2.457627119,1.40E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.79E+14,2.457627119,7.26E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,7.00E+14,2.457627119,5.38E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.03E+32,7.26E+17,5.63E+17,2.82E+17,8.09E+13,2.95E+15,1.82E+15,2.457627119,1.50E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.83E+15,7.01E+14,2.457627119,7.25E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.19E+31,4
1.58E+17,1.38E+17,6.89E+16,1.98E+13,6.84E+14,4.83E+14,2.457627119,3.02E+32,6.80E+17,5.31E+17,2.65E+17,7.62E+13,2.98E+15,1.79E+15,2.457627119,1.40E+33,4.79E+17,3.97E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,9.90E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.86E+14,9.81E+14,2.457627119,5.45E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.53E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.26E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.05E+14,6.99E+14,2.457627119,4.07E+32,1.40E+12,9.06E+11,4.53E+11,130139632.4,6291619054,1425944700,2.457627119,5.13E+21,4
1.89E+17,1.68E+17,8.38E+16,2.41E+13,7.35E+14,6.86E+14,2.457627119,3.73E+32,6.27E+17,4.97E+17,2.49E+17,7.14E+13,2.83E+15,1.67E+15,2.457627119,1.31E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.74E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.41E+14,2.457627119,8.02E+32,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.12E+15,1.12E+15,2.457627119,6.25E+32,5.75E+17,4.64E+17,2.32E+17,6.66E+13,2.25E+15,1.68E+15,2.457627119,1.20E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.83E+15,6.99E+14,2.457627119,7.13E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.19E+31,4
