EnergyDCTDelta,EnergyIDCTDelta,EnergyFFTDelta,EnergyIFFTDelta,EnergyDWTcADelta,EnergyDWTcDDelta,EnergySTFTDelta,EnergyWVDDelta,EnergyDCTTheta,EnergyIDCTTheta,EnergyFFTTheta,EnergyIFFTTheta,EnergyDWTcATheta,EnergyDWTcDTheta,EnergySTFTTheta,EnergyWVDTheta,EnergyDCTAlphaLow,EnergyIDCTAlphaLow,EnergyFFTAlphaLow,EnergyIFFTAlphaLow,EnergyDWTcAAlphaLow,EnergyDWTcDAlphaLow,EnergySTFTAlphaLow,EnergyWVDAlphaLow,EnergyDCTAlphaHigh,EnergyIDCTAlphaHigh,EnergyFFTAlphaHigh,EnergyIFFTAlphaHigh,EnergyDWTcAAlphaHigh,EnergyDWTcDAlphaHigh,EnergySTFTAlphaHigh,EnergyWVDAlphaHigh,EnergyDCTBetaLow,EnergyIDCTBetaLow,EnergyFFTBetaLow,EnergyIFFTBetaLow,EnergyDWTcABetaLow,EnergyDWTcDBetaLow,EnergySTFTBetaLow,EnergyWVDBetaLow,EnergyDCTBetaHigh,EnergyIDCTBetaHigh,EnergyFFTBetaHigh,EnergyIFFTBetaHigh,EnergyDWTcABetaHigh,EnergyDWTcDBetaHigh,EnergySTFTBetaHigh,EnergyWVDBetaHigh,EnergyDCTGammaLow,EnergyIDCTGammaLow,EnergyFFTGammaLow,EnergyIFFTGammaLow,EnergyDWTcAGammaLow,EnergyDWTcDGammaLow,EnergySTFTGammaLow,EnergyWVDGammaLow,EnergyDCTGammaMid,EnergyIDCTGammaMid,EnergyFFTGammaMid,EnergyIFFTGammaMid,EnergyDWTcAGammaMid,EnergyDWTcDGammaMid,EnergySTFTGammaMid,EnergyWVDGammaMid,Level
6.90E+17,5.32E+17,2.66E+17,7.64E+13,3.13E+15,1.37E+15,2.457627119,1.40E+33,6.26E+17,4.97E+17,2.49E+17,7.14E+13,2.40E+15,1.81E+15,2.457627119,1.31E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.81E+14,2.457627119,7.12E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.43E+14,8.41E+14,2.457627119,4.53E+32,6.86E+16,6.62E+16,3.31E+16,9.51E+12,7.02E+14,1.40E+14,2.457627119,1.49E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,2.11E+15,9.80E+14,2.457627119,9.08E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,6.96E+31,8.42E+11,5.15E+11,2.57E+11,73958660.37,3450448156,1026173496,2.457627119,1.42E+21,3
8.42E+17,6.30E+17,3.15E+17,9.05E+13,3.28E+15,2.06E+15,2.457627119,1.73E+33,4.33E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,8.98E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.19E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.03E+14,7.02E+14,2.457627119,3.75E+32,1.04E+17,9.93E+16,4.96E+16,1.43E+13,4.21E+14,4.20E+14,2.457627119,2.18E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,2.25E+15,1.12E+15,2.457627119,9.09E+32,6.87E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,9.80E+11,5.64E+11,2.82E+11,80965427.46,4379720579,509726877,2.457627119,1.32E+21,3
1.18E+18,8.29E+17,4.14E+17,1.19E+14,5.35E+15,1.95E+15,2.457627119,2.45E+33,6.75E+17,5.30E+17,2.65E+17,7.62E+13,2.95E+15,1.82E+15,2.457627119,1.48E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.05E+32,7.82E+17,5.97E+17,2.98E+17,8.57E+13,3.52E+15,1.81E+15,2.457627119,1.61E+33,1.81E+12,1.05E+12,5.24E+11,150637546.4,8096053524,824889242,2.457627119,4.25E+21,1.34E+12,7.44E+11,3.72E+11,106868446.3,5664177982,723852150,2.457627119,1.82E+21,4.61E+11,2.71E+11,1.35E+11,38912880.49,1866668530,445111519.5,2.457627119,4.71E+20,1.86E+11,1.36E+11,68200182877,19592123.78,742687842.5,418602056.5,2.457627119,5.26E+20,3
5.77E+17,4.64E+17,2.32E+17,6.66E+13,2.81E+15,1.12E+15,2.457627119,1.19E+33,4.79E+17,3.97E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,1.01E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.40E+14,2.457627119,8.05E+32,7.82E+17,5.97E+17,2.98E+17,8.57E+13,3.39E+15,1.67E+15,2.457627119,1.62E+33,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.48E+32,3.38E+16,1.66E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.25E+31,4.88E+11,2.74E+11,1.37E+11,39361598.32,2212928712,109874814,2.457627119,2.44E+20,1.74E+11,1.04E+11,52137807409,14977824.59,729273411.5,155546083.5,2.457627119,5.09E+19,3
4.32E+17,3.44E+17,1.72E+17,6.61E+13,2.27E+15,1.11E+15,2.124183007,7.62E+32,4.26E+17,3.44E+17,1.72E+17,6.61E+13,2.25E+15,1.12E+15,2.124183007,7.66E+32,2.28E+17,2.01E+17,1.00E+17,3.86E+13,1.55E+15,4.20E+14,2.124183007,4.10E+32,2.66E+17,2.29E+17,1.15E+17,4.41E+13,1.13E+15,1.11E+15,2.124183007,4.81E+32,1.80E+12,9.99E+11,5.03E+11,193358944.2,9113667910,950871781.5,2.124183007,3.70E+21,1.94E+12,1.07E+12,5.41E+11,207953812.2,10207069154,483436213.5,2.124183007,4.42E+21,6.61E+11,3.92E+11,1.96E+11,75516810.27,3820365198,254733890,2.124183007,7.44E+20,2.44E+11,1.68E+11,84742715727,32580821.12,1219514867,454944899,2.124183007,6.03E+20,3
6.29E+17,4.97E+17,2.49E+17,7.14E+13,2.15E+15,2.07E+15,2.457627119,1.31E+33,4.79E+17,3.98E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,1.00E+33,6.75E+17,5.14E+17,2.65E+17,7.62E+13,3.09E+15,1.40E+15,2.457627119,1.40E+33,1.12E+18,7.96E+17,3.98E+17,1.14E+14,5.07E+15,1.68E+15,2.457627119,2.32E+33,1.04E+17,9.93E+16,4.97E+16,1.43E+13,7.02E+14,1.40E+14,2.457627119,2.16E+32,1.38E+12,7.88E+11,4.01E+11,115154140.1,5633034893,1182607537,2.457627119,2.77E+21,5.41E+11,3.15E+11,1.60E+11,45947116.53,2298772444,456356535.5,2.457627119,5.35E+20,1.59E+11,1.02E+11,51281566192,14731848.95,722091040,170378324,2.457627119,9.69E+19,3
6.78E+17,5.30E+17,2.65E+17,7.61E+13,2.82E+15,1.67E+15,2.457627119,1.41E+33,4.34E+17,3.64E+17,1.82E+17,5.23E+13,1.98E+15,1.39E+15,2.457627119,8.95E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.85E+14,9.82E+14,2.457627119,5.38E+32,7.28E+17,5.63E+17,2.82E+17,8.09E+13,2.96E+15,1.81E+15,2.457627119,1.52E+33,1.65E+12,9.71E+11,4.87E+11,139921306.3,7236022143,1204213339,2.457627119,3.78E+21,9.62E+11,5.35E+11,2.68E+11,77073802.24,4232734052,502310280,2.457627119,8.79E+20,3.12E+11,1.81E+11,91073265884,26162960.61,1359184070,204572750,2.457627119,1.45E+20,1.15E+11,70493201003,35701066439,10255980.02,525292940,82105106,2.457627119,4.07E+19,3
8.39E+17,6.30E+17,3.15E+17,9.05E+13,3.53E+15,1.81E+15,2.457627119,1.73E+33,5.27E+17,4.31E+17,2.15E+17,6.19E+13,2.11E+15,1.54E+15,2.457627119,1.09E+33,6.24E+17,4.97E+17,2.48E+17,7.14E+13,2.11E+15,2.10E+15,2.457627119,1.31E+33,7.81E+17,5.97E+17,2.98E+17,8.57E+13,3.38E+15,1.67E+15,2.457627119,1.63E+33,3.37E+16,3.31E+16,1.66E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,7.20E+31,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.19E+31,4.80E+11,2.79E+11,1.40E+11,40122712.73,2224774666,176570985.5,2.457627119,3.25E+20,1.73E+11,1.08E+11,54085094975,15537229.24,771920077.5,177334883.5,2.457627119,7.29E+19,3
6.83E+17,5.31E+17,2.65E+17,7.63E+13,2.56E+15,1.94E+15,2.457627119,1.40E+33,8.35E+17,6.29E+17,3.15E+17,9.04E+13,4.50E+15,1.12E+15,2.457627119,1.73E+33,3.01E+17,2.65E+17,1.33E+17,3.81E+13,1.13E+15,1.12E+15,2.457627119,6.30E+32,3.89E+17,3.31E+17,1.66E+17,4.76E+13,2.39E+15,7.00E+14,2.457627119,8.03E+32,6.85E+16,4.97E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,1.06E+12,5.59E+11,3.07E+11,88293832.66,4535432428,709222948,2.457627119,1.78E+21,4.96E+11,2.68E+11,1.49E+11,42682184.44,2178533925,407992126.5,2.457627119,4.68E+20,1.85E+11,98610463315,63277262643,18177897.92,868457377.5,205507543.5,2.457627119,2.44E+20,3
2.68E+17,2.33E+17,1.17E+17,3.35E+13,1.05E+15,9.26E+14,2.457627119,5.41E+32,8.90E+17,6.46E+17,3.31E+17,9.52E+13,3.94E+15,1.68E+15,2.457627119,1.85E+33,5.26E+17,4.31E+17,2.15E+17,6.19E+13,2.11E+15,1.54E+15,2.457627119,1.09E+33,6.75E+17,5.30E+17,2.65E+17,7.62E+13,3.23E+15,1.54E+15,2.457627119,1.40E+33,1.89E+12,1.10E+12,5.61E+11,161070222.1,7695274165,1861305041,2.457627119,4.78E+21,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,6.96E+11,4.32E+11,2.16E+11,62185109.51,2855316248,819226854,2.457627119,1.02E+21,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.25E+31,3
1.64E+17,1.45E+17,7.24E+16,2.78E+13,7.43E+14,6.76E+14,2.124183007,2.82E+32,3.45E+17,2.86E+17,1.43E+17,5.51E+13,1.70E+15,1.11E+15,2.124183007,6.19E+32,1.92E+17,1.72E+17,8.59E+16,3.30E+13,1.12E+15,5.61E+14,2.124183007,3.55E+32,1.92E+17,1.72E+17,8.59E+16,3.30E+13,8.45E+14,8.40E+14,2.124183007,3.56E+32,2.65E+17,2.29E+17,1.14E+17,4.40E+13,1.12E+15,1.12E+15,2.124183007,4.74E+32,3.43E+17,2.86E+17,1.43E+17,5.51E+13,1.69E+15,1.12E+15,2.124183007,6.26E+32,1.24E+17,1.14E+17,5.72E+16,2.20E+13,5.62E+14,5.61E+14,2.124183007,2.23E+32,6.03E+11,3.71E+11,1.85E+11,71308448.31,2771621710,881829075.5,2.124183007,6.36E+20,3
1.42E+17,1.31E+17,6.54E+16,1.95E+13,5.88E+14,5.40E+14,2.543103448,2.88E+32,4.73E+17,3.91E+17,1.96E+17,5.81E+13,2.53E+15,8.40E+14,2.543103448,9.67E+32,3.39E+17,2.93E+17,1.47E+17,4.36E+13,2.11E+15,4.20E+14,2.543103448,6.90E+32,6.75E+16,6.52E+16,3.26E+16,9.69E+12,2.81E+14,2.81E+14,2.543103448,1.42E+32,6.75E+16,6.51E+16,3.26E+16,9.68E+12,2.81E+14,2.80E+14,2.543103448,1.42E+32,2.97E+17,2.61E+17,1.30E+17,3.87E+13,1.69E+15,5.60E+14,2.543103448,6.08E+32,2.16E+12,1.26E+12,6.34E+11,188411905.5,9441765326,1486125194,2.543103448,6.13E+21,7.55E+11,4.43E+11,2.21E+11,65830951.28,3231259283,586935891,2.543103448,8.27E+20,3
2.69E+17,2.34E+17,1.17E+17,3.37E+13,1.01E+15,9.79E+14,2.457627119,5.40E+32,5.82E+17,4.65E+17,2.33E+17,6.68E+13,2.27E+15,1.67E+15,2.457627119,1.21E+33,2.20E+17,1.99E+17,9.95E+16,2.86E+13,8.66E+14,8.21E+14,2.457627119,4.68E+32,3.39E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.19E+31,1.05E+17,9.97E+16,4.98E+16,1.43E+13,4.50E+14,3.95E+14,2.457627119,2.19E+32,6.91E+16,6.64E+16,3.32E+16,9.54E+12,3.01E+14,2.62E+14,2.457627119,1.42E+32,6.91E+16,6.66E+16,3.33E+16,9.56E+12,2.84E+14,2.80E+14,2.457627119,1.45E+32,3.40E+16,3.33E+16,1.66E+16,4.78E+12,1.42E+14,1.40E+14,2.457627119,7.23E+31,3
2.22E+17,1.99E+17,9.96E+16,2.86E+13,8.70E+14,8.19E+14,2.457627119,4.60E+32,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.74E+14,2.457627119,7.14E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.61E+14,2.457627119,2.96E+32,2.19E+17,1.99E+17,9.95E+16,2.86E+13,1.27E+15,7.01E+14,2.457627119,4.56E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.21E+31,1.05E+17,9.93E+16,4.97E+16,1.43E+13,4.22E+14,4.20E+14,2.457627119,2.23E+32,1.66E+12,9.44E+11,4.72E+11,135560712.6,7477075241,943967158.5,2.457627119,2.80E+21,5.01E+11,3.03E+11,1.52E+11,43568392.47,2344838537,262287020.5,2.457627119,4.43E+20,3
5.14E+16,4.24E+16,2.12E+16,6.09E+12,2.64E+14,9.58E+13,2.457627119,7.08E+31,5.84E+17,4.64E+17,2.32E+17,6.67E+13,2.30E+15,1.64E+15,2.457627119,1.24E+33,4.80E+17,3.98E+17,1.99E+17,5.71E+13,1.69E+15,1.68E+15,2.457627119,1.03E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.43E+14,8.42E+14,2.457627119,4.68E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.81E+14,2.457627119,1.44E+32,1.36E+12,8.40E+11,4.20E+11,120655470.4,6724576594,914437879.5,2.457627119,2.95E+21,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,6.96E+31,3
3.05E+17,2.66E+17,1.33E+17,3.82E+13,1.14E+15,1.11E+15,2.457627119,6.25E+32,2.20E+17,1.99E+17,9.94E+16,2.85E+13,8.45E+14,8.39E+14,2.457627119,4.77E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.95E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.31E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,9.84E+14,4.20E+14,2.457627119,3.74E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.26E+15,7.00E+14,2.457627119,5.36E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.49E+32,5.05E+11,3.22E+11,1.61E+11,46225068.93,2209110717,536230850.5,2.457627119,9.39E+20,3
2.26E+17,2.00E+17,1.00E+17,2.87E+13,1.14E+15,5.53E+14,2.457627119,4.55E+32,8.36E+17,6.30E+17,3.15E+17,9.04E+13,2.96E+15,2.37E+15,2.457627119,1.74E+33,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.43E+14,1.38E+14,2.457627119,7.20E+31,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.63E+14,5.60E+14,2.457627119,2.93E+32,3.37E+16,3.31E+16,1.66E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,1.00E+18,7.29E+17,3.64E+17,1.05E+14,5.20E+15,1.26E+15,2.457627119,2.07E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.02E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.97E+31,4
1.03E+16,7.11E+15,3.56E+15,1.02E+12,4.06E+13,1.97E+13,2.457627119,3.17E+29,3.49E+17,2.99E+17,1.49E+17,4.29E+13,1.71E+15,1.10E+15,2.457627119,7.15E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,7.00E+14,2.457627119,5.72E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.93E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.25E+32,8.89E+17,6.63E+17,3.31E+17,9.52E+13,3.37E+15,2.24E+15,2.457627119,1.84E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.80E+14,2.457627119,7.19E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,6.96E+31,4
1.59E+17,1.38E+17,6.92E+16,1.99E+13,6.52E+14,5.24E+14,2.457627119,3.09E+32,6.30E+17,4.97E+17,2.49E+17,7.15E+13,2.14E+15,2.07E+15,2.457627119,1.29E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.72E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.54E+15,4.20E+14,2.457627119,5.39E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.41E+14,2.457627119,8.02E+32,6.24E+17,4.97E+17,2.49E+17,7.14E+13,2.95E+15,1.26E+15,2.457627119,1.33E+33,3.01E+17,2.65E+17,1.33E+17,3.81E+13,1.13E+15,1.12E+15,2.457627119,6.23E+32,6.85E+16,4.96E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.48E+32,4
1.47E+17,1.34E+17,6.70E+16,1.93E+13,5.71E+14,5.65E+14,2.457627119,2.94E+32,3.03E+17,2.65E+17,1.33E+17,3.81E+13,1.69E+15,5.54E+14,2.457627119,6.27E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.81E+14,2.457627119,7.19E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.85E+14,9.80E+14,2.457627119,5.44E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.40E+15,8.40E+14,2.457627119,5.39E+32,6.75E+17,5.30E+17,2.65E+17,7.62E+13,3.79E+15,9.81E+14,2.457627119,1.40E+33,1.42E+17,1.33E+17,6.63E+16,1.90E+13,9.83E+14,4.20E+14,2.457627119,2.93E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,4
2.03E+17,1.56E+17,8.65E+16,2.49E+13,1.07E+15,3.97E+14,2.457627119,3.89E+32,4.37E+17,3.48E+17,1.82E+17,5.24E+13,2.12E+15,9.71E+14,2.457627119,8.98E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.26E+15,1.26E+15,2.457627119,7.25E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,9.83E+14,4.20E+14,2.457627119,2.93E+32,8.34E+17,6.30E+17,3.15E+17,9.04E+13,3.52E+15,1.82E+15,2.457627119,1.73E+33,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.41E+15,8.40E+14,2.457627119,6.38E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,7.01E+14,1.41E+14,2.457627119,1.42E+32,4
3.12E+17,2.67E+17,1.34E+17,3.84E+13,1.85E+15,6.94E+14,2.457627119,6.32E+32,4.80E+17,3.98E+17,1.99E+17,5.71E+13,2.25E+15,1.12E+15,2.457627119,9.98E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,8.42E+14,2.80E+14,2.457627119,2.93E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.21E+14,4.21E+14,2.457627119,2.23E+32,8.88E+17,6.63E+17,3.31E+17,9.52E+13,3.79E+15,2.10E+15,2.457627119,1.87E+33,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.17E+32,1.14E+12,6.43E+11,3.23E+11,92685066.25,5047084914,674398459.5,2.457627119,1.28E+21,4
1.53E+17,1.36E+17,6.79E+16,1.95E+13,8.78E+14,2.73E+14,2.457627119,2.94E+32,5.78E+17,4.64E+17,2.32E+17,6.67E+13,2.28E+15,1.66E+15,2.457627119,1.20E+33,2.19E+17,1.82E+17,9.95E+16,2.86E+13,8.44E+14,8.42E+14,2.457627119,4.54E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,4.07E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,1.12E+15,5.61E+14,2.457627119,4.60E+32,7.27E+17,5.63E+17,2.82E+17,8.09E+13,3.51E+15,1.26E+15,2.457627119,1.50E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.43E+14,8.42E+14,2.457627119,4.61E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.19E+31,4
1.91E+17,1.68E+17,8.41E+16,2.42E+13,7.59E+14,6.66E+14,2.457627119,3.76E+32,5.30E+17,4.31E+17,2.15E+17,6.19E+13,2.54E+15,1.39E+15,2.457627119,1.09E+33,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.55E+15,1.54E+15,2.457627119,9.30E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,2.11E+15,9.81E+14,2.457627119,8.95E+32,3.88E+17,3.15E+17,1.66E+17,4.76E+13,1.97E+15,8.41E+14,2.457627119,8.25E+32,5.26E+17,4.31E+17,2.15E+17,6.18E+13,2.39E+15,1.26E+15,2.457627119,1.10E+33,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.20E+14,2.457627119,2.16E+32,1.25E+12,8.18E+11,4.09E+11,117557263.8,5385251382,1639778548,2.457627119,4.08E+21,4
1.89E+17,1.68E+17,8.40E+16,2.41E+13,7.44E+14,6.79E+14,2.457627119,3.73E+32,7.30E+17,5.64E+17,2.82E+17,8.10E+13,2.83E+15,2.23E+15,2.457627119,1.52E+33,3.88E+17,3.32E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.10E+32,6.87E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,4.79E+17,3.81E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,9.98E+32,6.24E+17,4.97E+17,2.48E+17,7.14E+13,2.95E+15,1.26E+15,2.457627119,1.30E+33,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.55E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.40E+14,1.40E+14,2.457627119,7.20E+31,4
3.34E+16,2.83E+16,1.42E+16,7.68E+12,1.85E+14,1.45E+14,1.790697674,3.77E+31,2.31E+17,1.93E+17,9.67E+16,5.23E+13,1.69E+15,5.60E+14,1.790697674,3.46E+32,1.66E+17,1.45E+17,7.25E+16,3.92E+13,1.13E+15,5.55E+14,1.790697674,2.49E+32,2.29E+17,1.93E+17,9.66E+16,5.22E+13,1.69E+15,5.61E+14,1.790697674,3.48E+32,2.29E+17,1.93E+17,9.65E+16,5.22E+13,1.40E+15,8.41E+14,1.790697674,3.45E+32,1.65E+17,1.45E+17,7.25E+16,3.92E+13,1.12E+15,5.61E+14,1.790697674,2.49E+32,1.97E+17,1.69E+17,8.45E+16,4.57E+13,1.26E+15,7.01E+14,1.790697674,3.22E+32,1.35E+17,1.21E+17,6.05E+16,3.27E+13,1.69E+15,514006034,1.790697674,2.06E+32,4
5.25E+16,4.22E+16,2.11E+16,6.06E+12,2.14E+14,1.44E+14,2.457627119,7.32E+31,6.26E+17,4.97E+17,2.49E+17,7.14E+13,2.68E+15,1.54E+15,2.457627119,1.29E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.97E+15,8.41E+14,2.457627119,7.14E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.41E+14,2.457627119,4.53E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.83E+14,2.78E+14,2.457627119,1.42E+32,1.05E+17,9.93E+16,4.97E+16,1.43E+13,4.23E+14,4.19E+14,2.457627119,2.16E+32,3.37E+16,3.32E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.22E+31,6.87E+16,6.64E+16,3.32E+16,9.54E+12,2.82E+14,2.81E+14,2.457627119,1.43E+32,4
1.49E+17,1.35E+17,6.73E+16,1.93E+13,6.29E+14,5.11E+14,2.457627119,3.01E+32,3.03E+17,2.49E+17,1.33E+17,3.81E+13,1.14E+15,1.11E+15,2.457627119,6.47E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.46E+32,3.01E+17,2.65E+17,1.33E+17,3.81E+13,1.13E+15,1.12E+15,2.457627119,6.31E+32,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.83E+15,7.01E+14,2.457627119,6.72E+32,1.37E+18,9.28E+17,4.64E+17,1.33E+14,5.90E+15,1.96E+15,2.457627119,2.84E+33,5.26E+17,4.31E+17,2.15E+17,6.18E+13,2.39E+15,1.26E+15,2.457627119,1.09E+33,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.40E+14,2.457627119,6.99E+31,4
7.70E+16,6.99E+16,3.50E+16,1.00E+13,3.43E+14,2.54E+14,2.457627119,1.50E+32,4.35E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,8.98E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.82E+14,2.457627119,5.45E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.82E+14,2.457627119,5.40E+32,3.01E+17,2.65E+17,1.32E+17,3.80E+13,1.40E+15,8.41E+14,2.457627119,6.57E+32,1.18E+18,8.28E+17,4.14E+17,1.19E+14,4.36E+15,2.66E+15,2.457627119,2.47E+33,4.79E+17,3.98E+17,1.99E+17,5.71E+13,2.11E+15,1.54E+15,2.457627119,9.93E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.98E+31,4
3.70E+16,3.39E+16,1.70E+16,5.61E+12,1.63E+14,1.45E+14,2.290909091,6.32E+31,1.70E+17,1.55E+17,7.73E+16,2.55E+13,7.05E+14,6.99E+14,2.290909091,3.25E+32,3.24E+17,2.78E+17,1.39E+17,4.59E+13,1.83E+15,7.01E+14,2.290909091,6.30E+32,6.42E+16,4.63E+16,3.09E+16,1.02E+13,2.84E+14,2.78E+14,2.290909091,1.30E+32,1.33E+17,1.23E+17,6.17E+16,2.04E+13,5.62E+14,5.60E+14,2.290909091,2.58E+32,1.07E+18,7.41E+17,3.71E+17,1.23E+14,4.78E+15,1.96E+15,2.290909091,2.06E+33,3.24E+17,2.78E+17,1.39E+17,4.60E+13,1.55E+15,9.81E+14,2.290909091,6.31E+32,9.79E+16,7.72E+16,4.63E+16,1.53E+13,7.02E+14,1.40E+14,2.290909091,1.89E+32,4
