Delta,,,,,,,Theta,,,,,,,alphaLow,,,,,,,alphaHigh,,,,,,,betaLow,,,,,,,betaHigh,,,,,,,gammaLow,,,,,,,gammaMid,,,,,,,Level
Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,Mean,Median,Skewness,Kurtosis,StdDevia,RMS,Energy,
2221039.694915254,65810.0,2.382301989309575,3.876810346545325,5399952.830359464,5796402.267162433,1,1741819.6440677966,21789.0,2.7041221671039706,5.499347792105688,5097519.8578586085,5345860.602576211,1,1713845.779661017,8147.0,2.7048665115835817,5.501808058665047,5105996.340170907,5344771.3945339825,1,583451.0,10465.0,5.286220440853868,26.855261183539074,3055969.309503118,3085624.1230356367,1,1145465.2372881356,8398.0,3.5287448012815443,10.81787695403855,4244417.753183096,4361402.561036205,1,584152.1355932204,14859.0,5.286344983866861,26.85613986306322,3056539.6862943387,3086312.0739735,1,1144606.4237288137,8906.0,3.5287680727856823,10.818001745348255,4245622.746196894,4362329.950499849,1,5828.152542372882,3821.0,2.425278299307123,5.6214618046734675,6559.549069377484,8733.027153924717,1,1
1746615.6101694915,145700.0,2.99815221118038,7.372921661792626,4633523.39732081,4914907.3918473385,1,3488099.7966101696,41374.0,1.511085205151739,0.29453459669834947,6764631.918041041,7559860.303275295,1,2288532.661016949,13300.0,2.1846565956775033,2.869082253966599,5780097.664279596,6170951.915678486,1,2282585.9322033897,8489.0,2.1847317494195893,2.869262423732732,5784101.636552681,6172437.305006637,1,1146574.593220339,9507.0,3.5287325100296525,10.817827693644437,4245414.826697879,4362647.877178129,1,580463.5762711865,10739.0,5.286394642038252,26.856446100699408,3055952.1715201745,3085043.9465242494,1,9848.915254237289,7256.0,3.152390262360194,14.507026354685404,10219.780064250885,14130.633410299453,1,573206.6949152543,3515.0,5.28655840503561,26.85759961754537,3057054.560743956,3084760.7358740955,1,1
1746615.6101694915,145700.0,2.99815221118038,7.372921661792626,4633523.39732081,4914907.3918473385,1,3488099.7966101696,41374.0,1.511085205151739,0.29453459669834947,6764631.918041041,7559860.303275295,1,2288532.661016949,13300.0,2.1846565956775033,2.869082253966599,5780097.664279596,6170951.915678486,1,2282585.9322033897,8489.0,2.1847317494195893,2.869262423732732,5784101.636552681,6172437.305006637,1,1146574.593220339,9507.0,3.5287325100296525,10.817827693644437,4245414.826697879,4362647.877178129,1,580463.5762711865,10739.0,5.286394642038252,26.856446100699408,3055952.1715201745,3085043.9465242494,1,9848.915254237289,7256.0,3.152390262360194,14.507026354685404,10219.780064250885,14130.633410299453,1,573206.6949152543,3515.0,5.28655840503561,26.85759961754537,3057054.560743956,3084760.7358740955,1,1
2054037.186440678,132357.0,2.6299359448789565,5.239163782088784,5032051.825979038,5395501.422851008,1,2061883.2711864407,39186.0,2.418997873451435,3.9890742457288373,5438355.686908536,5772849.55089827,1,591082.8983050848,9388.0,5.283764015182526,26.837749480413862,3052852.74883122,3084043.5022931052,1,2282308.86440678,9989.0,2.184735445466719,2.8692717507993204,5780964.162771241,6169444.6597490655,1,1150805.3050847459,11553.0,3.528677764391239,10.817589037698994,4244328.319370505,4362722.570406779,1,5123562.525423729,22995.0,0.8688795640953361,-1.2899491533208787,7774440.100476616,9255721.069956888,1,1998871.8983050848,10577.0,2.420596610012313,3.9936326441130316,5459027.166604512,5769866.996405426,1,574794.1694915254,5895.0,5.286551923542237,26.857553365944206,3054983.753563732,3083038.905021874,1,1
2423919.440677966,297600.0,2.3791144796563457,3.8712459813000915,5332733.201951491,5816479.0141841825,1,5497119.72881356,132206.0,0.7785635791885946,-1.4396874355504965,7832960.778839884,9514918.81036882,1,1443363.8983050848,14387.0,3.06002009679112,7.622027811811654,4700087.95770045,4878494.169275941,1,1720590.5762711863,10965.0,2.7046178998881136,5.500982973428679,5102352.464129315,5343517.413721605,1,2572759.0508474577,9721.0,1.983239081146073,2.000496645092309,6070521.382738514,6545664.3570962995,1,3703942.7627118644,17510.0,1.3849190149020016,-0.08606322595895977,6996123.281953284,7863545.265058743,1,1998414.8305084745,11119.0,2.4206059987262134,3.9936610308132754,5460800.015628325,5771357.657259968,1,8492.762711864407,4835.0,4.891565787695817,30.66295247279843,11739.354284273437,14408.457705135479,1,1
1631419.3389830508,342812.0,3.4080961855731977,10.252275244950322,4156071.050157006,4431895.098736647,1,3479760.6101694917,78986.0,1.5118201528661217,0.2955877909606115,6770573.653906883,7561245.997798119,1,4272437.93220339,14165.0,1.158457711239374,-0.6822352448586249,7352202.486027219,8449403.697873728,1,1440663.6440677966,12399.0,3.0602062409192503,7.622746741245443,4700954.692175295,4878516.97287356,1,3133180.440677966,11759.0,1.652527318053414,0.7553063736509276,6575925.231786979,7233718.520847204,1,3988377.3898305083,16571.0,1.2675174387507953,-0.40840519103644635,7183253.991131444,8162826.131033068,1,1716031.559322034,14114.0,2.7048784073828225,5.5018453213230085,5104768.292902386,5344319.549285464,1,7960.627118644068,6529.0,1.2597403109768077,1.8744050934081904,6499.901577234432,10242.276340107146,1,1
1607312.627118644,385140.0,3.4346773990420743,10.379140885144004,4153703.6632648036,4420891.309175635,1,4655968.864406779,166376.0,1.054918672699877,-0.9171782067545484,7447643.159212323,8729565.250476224,1,2005127.6440677966,14054.0,2.420482285575666,3.993310047305124,5459368.5386791155,5772354.564758793,1,1433468.559322034,10885.0,3.0603123060230097,7.623145459753694,4703027.988280534,4878361.91859526,1,2850195.2711864407,8698.0,1.8081272828201271,1.31270636096821,6336086.463599745,6898489.995734895,1,3706789.254237288,16926.0,1.3849074429917152,-0.08607658367657534,6995712.820738651,7864527.510044702,1,2566641.220338983,10063.0,1.9835406050550322,2.0011597614335126,6071963.534044707,6544577.48023252,1,290824.27118644066,5592.0,7.681070589171822,58.99921700289466,2182844.5104002273,2183719.1713029714,1,1
1825127.6666666667,510945.5,3.2508546917679704,9.137078934370932,4300696.891298788,4635144.695440054,1,3268468.222222222,99566.5,1.6561325522744028,0.788753171995233,6501752.972903401,7223077.374916194,1,1274080.9259259258,16928.0,3.345466790691012,9.546934864269087,4420428.482095441,4560878.73533574,1,1262397.5185185184,11774.0,3.3460031752753507,9.549226047090803,4423697.305098649,4560740.580325289,1,1905438.8333333333,16137.0,2.544105597604205,4.6476762076844835,5302561.949323171,5588127.78720102,1,4393106.740740741,22905.5,1.1292039964113239,-0.7524842813932655,7382864.239073741,8532097.524301905,1,2206083.074074074,17896.5,2.2679900350103117,3.264976753619402,5670073.872543424,6034995.835663891,1,1259576.0,6671.5,3.345720096428992,9.548023376647944,4425711.0732345665,4561877.84695016,1,1
2391052.813559322,396114.0,2.3848006781797872,3.887052975680294,5338047.704802583,5807660.883321296,1,3227279.8474576273,76604.0,1.6487199853069838,0.7486387012009703,6535838.714534071,7239371.712079668,1,2025747.2372881356,15294.0,2.4153911477398213,3.9777194402327676,5456268.268897763,5776670.7008536,1,2581391.0,12928.0,1.9819054238288205,1.9974337450503517,6065106.142375208,6544127.806678047,1,2854080.13559322,10354.0,1.8080279855602677,1.312515278301222,6335039.326480682,6899150.747724933,1,2857586.7288135593,15581.0,1.8079694596792042,1.312404910449494,6332780.090610466,6898563.257515544,1,870665.5593220339,10835.0,4.195055433449799,16.14941966951973,3708016.0816847975,3778147.877459388,1,298660.0677966102,5032.0,7.670412061927513,58.88596913116921,2179180.1055917786,2181177.478696848,1,1
2505163.474576271,508602.0,2.3590699739892385,3.8086613347538303,5312913.856839365,5833050.063766629,1,4644786.508474576,123205.0,1.0545767392629197,-0.9174645671033002,7454111.623525893,8729035.618017238,1,3992553.7118644067,12469.0,1.2674015706437514,-0.408519554151785,7180100.243610521,8162140.084588539,1,1726466.5254237289,11042.0,2.704145241848967,5.499402433063802,5100973.689959038,5344118.584250025,1,1717088.5423728814,13512.0,2.7048517259217837,5.501756215233538,5103413.828035917,5343387.307706636,1,3994380.033898305,20708.0,1.267466176474734,-0.40845534962798924,7177561.568651414,8160838.549075431,1,1999377.2711864407,10835.0,2.4205968952381696,3.993633789333797,5460625.811294724,5771528.959714277,1,290147.5254237288,5237.0,7.681076795761582,58.99928170043261,2179588.417384365,2180429.4337468776,1,1
1424583.7118644067,389459.0,3.9955535997545377,15.02371352639312,3634970.073776993,3875370.55141391,1,4125860.118644068,141292.0,1.2602920360947358,-0.41654090968787205,7114992.253168785,8172381.390206115,1,1174970.2542372881,13537.0,3.525883931843674,10.804737638722546,4238818.981043262,4363898.038504335,1,2304167.1016949154,11415.0,2.184247351649199,2.8680553937070363,5771920.1130870525,6169245.153187155,1,1448011.372881356,15389.0,3.0595664055295972,7.620274418997456,4699381.054587373,4879201.887368092,1,4006191.779661017,18053.0,1.2670448070326559,-0.4088876583000034,7173797.599390687,8163374.5491754,1,3425801.0,13697.0,1.5124073400530784,0.2964116744400549,6795943.941453225,7558979.587910264,1,297933.5593220339,6145.0,7.679265311061763,58.980331467592784,2181598.166216149,2183453.1520049935,1,1
1661129.7627118644,140230.0,3.0247895320665124,7.482016866841908,4648849.684675986,4899474.841949312,1,3180773.3898305083,27088.0,1.650841449001035,0.7524543647382762,6555174.519481589,7235974.153409369,1,306958.66101694916,9412.0,7.661787036676516,58.79308640504529,2180200.210935119,2183330.6279316293,1,586640.2881355932,8823.0,5.283583336719214,26.83631459581853,3054185.3825762244,3084492.286322005,1,1148291.4237288137,10267.0,3.5286296426070347,10.81737331067912,4245055.218133597,4362755.425235586,1,2287375.593220339,17502.0,2.1846365399720424,2.869021039107307,5776637.573531605,6167336.808428875,1,1148618.4915254237,11800.0,3.5286465099372233,10.817438756090452,4244692.847949748,4362494.91197731,1,6149.593220338983,5019.0,6.008598971095232,41.9139210222055,9311.86023142575,11093.17646887002,1,1
3621311.593220339,145244.0,1.5001365897772474,0.2779361152615394,6704643.754190578,7569956.606184562,1,3443406.525423729,23080.0,1.511999733072456,0.2958312334073274,6784195.838179137,7556604.5031056125,1,2003698.4576271186,10435.0,2.4204120326684175,3.993107584180619,5458948.355812151,5771467.571522984,1,1431324.6779661018,8200.0,3.060369281029454,7.623369965436062,4704479.905179488,4879108.591183907,1,307224.33898305084,9261.0,7.6706175199858,58.88857839914499,2179115.2222147696,2182302.9496198953,1,1433480.8305084745,14484.0,3.0603124597274847,7.6231444733943,4702525.745093202,4877889.541601783,1,584810.4406779661,8067.0,5.2838302458650555,26.83809925097825,3055245.094000126,3085176.4274907154,1,577338.5254237289,4368.0,5.286098391303524,26.854341586914778,3060638.735980806,3089022.1588940443,1,1
1310392.2372881356,192850.0,3.9452262276957564,14.687054490585915,3680603.2360060136,3877416.7348570833,1,2944884.3559322036,70758.0,1.8009192176646744,1.2978326266214402,6298791.337471961,6904684.092325216,1,3150395.406779661,14578.0,1.651823114654301,0.7541172692383942,6570815.195274164,7236629.982941312,1,1436465.9830508474,13106.0,3.060293107294128,7.623066085913797,4701615.29734017,4877904.954824688,1,2293927.7627118644,17915.0,2.184412833932144,2.868461411058355,5776548.368415055,6169687.808085257,1,2870783.3559322036,22397.0,1.807407162445362,1.3113228137789688,6324922.294795339,6896955.439296304,1,2009632.186440678,12677.0,2.41997066949989,3.9918206019918805,5456933.158520876,5771657.225751603,1,580465.4745762711,5348.0,5.284916094692532,26.845893662307727,3054332.321145255,3083466.9395948653,1,1
1946615.847457627,391306.0,2.9548531741343407,7.200747713858078,4592398.884626244,4951967.385261232,1,2917507.3559322036,72361.0,1.8070989146313954,1.310770956425475,6306732.6702263765,6900186.64156542,1,2582981.9322033897,14870.0,1.9830367712746106,2.0000559390223063,6064851.933682146,6544523.942958631,1,3426039.9830508474,15230.0,1.5123092881680336,0.2962709954388263,6794336.5544943,7557667.318438144,1,3423718.8305084747,17886.0,1.51245530195896,0.2964764339976944,6795428.627821379,7557580.660400986,1,1720519.3220338982,15639.0,2.7047808859233404,5.501523762415504,5102300.186105868,5343445.397871343,1,862757.2033898305,8033.0,4.196330730885081,16.156519464808035,3708333.027600601,3776639.1939073694,1,5024.186440677966,3848.0,1.5822642431769967,3.023098412322558,4822.042389845629,6935.447997945294,1,1
1434783.1379310344,291391.0,3.471918681739548,10.470131946241933,4216715.912106434,4419585.055460625,1,4408882.75862069,57497.5,1.1301570681212378,-0.7470218325317202,7359696.00133857,8524640.223602545,1,2326938.0517241377,8632.0,2.156048804316964,2.742190133850961,5821918.116308086,6222939.766980867,1,1743562.8275862068,8614.5,2.6738710391606277,5.3324198162878815,5145389.875682858,5390601.2792467745,1,1455218.8620689656,8712.5,3.0274480910216277,7.420347267571957,4738666.123851493,4917871.912234631,1,2033792.7413793104,13512.5,2.3910029311431513,3.848499623665506,5502942.299335491,5822076.688692486,1,1164471.0689655172,9207.5,3.49304724247249,10.56473777898227,4279279.366500531,4399147.261784646,1,293713.9655172414,3674.0,7.615725235483053,57.99950535832786,2197990.858084639,2198666.818316625,1,1
3357921.6101694917,220741.0,1.6415588812886988,0.7363895531987108,6477863.828688332,7247559.91933675,1,3759264.694915254,30589.0,1.3827319891356327,-0.08887255726133603,6970610.481942017,7867523.893007312,1,1714953.593220339,8190.0,2.704836449894496,5.5017043539532935,5104686.855384978,5343897.044160087,1,1429785.9491525423,9129.0,3.0603917468388864,7.623452832197559,4704339.490919742,4878524.308729849,1,1144578.4915254237,7391.0,3.5287614163791385,10.8179658911022,4247351.748101817,4363976.871675303,1,296468.27118644066,8638.0,7.680679674722753,58.99513551533962,2180397.5913083297,2182074.3698274735,1,576653.5254237289,5834.0,5.286534420502727,26.85743152378617,3057338.6358112823,3085679.775635107,1,4769.169491525424,2651.0,1.9313648155250693,3.795403191629775,5024.246418541352,6896.389009683354,1,1
1988708.779661017,99199.0,2.6671597864340013,5.37374533798398,5032549.391438738,5371429.267058007,1,3450291.338983051,25897.0,1.5121286745474851,0.29602072571277205,6783914.663780273,7559496.219767537,1,867183.6440677966,10648.0,4.196242928967674,16.15603991640979,3710811.753949192,3780044.895994112,1,869390.0169491526,13920.0,4.1962266977406335,16.155981913097804,3709004.515387293,3778807.8601952996,1,1150367.3389830508,10362.0,3.5283697917543906,10.816180455875058,4246411.059879887,4364599.027248027,1,1148883.7288135593,14661.0,3.528749508458027,10.817899357739394,4243141.055752622,4361080.50019251,1,10967.762711864407,10136.0,0.7240080553671873,0.07898216508312172,7608.085908039082,13311.413252531116,1,5713.9152542372885,4859.0,1.6135381348165205,4.316893058356646,4704.289991091167,7375.912233153703,1,1
1942808.06779661,145017.0,2.6829278537911248,5.428307116568275,5039603.522187695,5361122.922530671,1,2321078.779661017,22793.0,2.183796850741124,2.866932615773005,5765352.6291430155,6169547.781421607,1,579332.9491525424,7938.0,5.285973852694259,26.85346767787536,3055977.636258392,3084856.2130723014,1,862083.6779661017,5824.0,4.196394827247438,16.156881548571416,3709818.5425446,3777919.3845208534,1,860693.2881355932,7109.0,4.1964609906830335,16.157237968301047,3709167.092785583,3776973.4397859406,1,1145846.0169491526,9673.0,3.5287545682759522,10.817927450257475,4245194.950995893,4362246.102664868,1,8504.966101694916,7207.0,0.6472005121346922,-0.49929292728519803,6548.462585997602,10699.999576271179,1,4649.627118644068,3802.0,1.531282350772698,3.012101197277802,4184.553376647324,6231.591401065261,1,1
2131695.559322034,240453.0,2.6366764500830295,5.267655603676223,5000282.021658228,5396588.703853882,1,3774164.7966101696,30036.0,1.380519014501846,-0.09181629058343344,6968138.63609539,7872503.452333689,1,1720167.6949152541,12410.0,2.7047270654164737,5.501343647092954,5101919.852497334,5342975.168680337,1,2565750.6101694917,9634.0,1.9835385005108284,2.001156430138568,6073800.166825668,6545903.501596195,1,1711804.4237288137,6122.0,2.704882291697974,5.501859410008052,5106971.982944472,5345033.546415923,1,1716217.440677966,11943.0,2.704860834197574,5.501783343982888,5105169.6092325505,5344756.06581575,1,863078.0,6917.0,4.196379226037314,16.156794056192748,3709726.108602159,3778057.179090005,1,574466.7118644068,3502.0,5.286551727752649,26.857551957500615,3061104.682962774,3088940.625880434,1,1
1490743.7288135593,222860.0,3.4602496036915458,10.499546316929356,4178828.2618953823,4403288.105562925,1,2925036.372881356,72885.0,1.8064286903705626,1.3094668556901738,6303873.841652145,6900806.023964984,1,879679.220338983,11733.0,4.193756151206669,16.14216136922327,3707367.1016781926,3779609.441428092,1,2001706.7627118644,13134.0,2.42058665259167,3.9936096653283886,5459483.770652276,5771274.3126306655,1,1717028.5254237289,9224.0,2.704838943701805,5.501706210108267,5104203.003244107,5344108.988176346,1,2284317.3220338984,14764.0,2.184738832865951,2.8692774989492444,5780025.904267985,6169323.782916956,1,294169.69491525425,10622.0,7.681012271278157,58.99860961723804,2179737.7180586252,2181114.980329222,1,6162.220338983051,5496.0,0.6574695464985184,-0.5814387396952192,4627.391810497038,7682.628874527834,1,1
2328099.379310345,241285.5,2.36402836987126,3.769360035685723,5410901.649890796,5847487.730007186,1,3243110.1896551726,23322.5,1.6245326787769154,0.66263430973784,6597207.237238622,7300034.795147851,1,2321578.3103448274,9906.5,2.156135676893343,2.742401581402792,5823136.491300135,6222058.173936673,1,2031438.0689655172,7491.5,2.3909967739575615,3.8484876955486995,5502947.287392587,5821259.196570787,1,1742330.8103448276,9138.0,2.6738836071014562,5.332461296920524,5144851.389012649,5389697.751284556,1,2031079.2241379311,6976.0,2.3910046974520136,3.8485068241823934,5502550.319472207,5820765.182988497,1,1162862.5,6093.5,3.493031475218165,10.564668039524665,4279770.40787945,4399191.214192632,1,4422.741379310345,2733.0,1.4966075180816907,1.9228620764527897,4496.978543384572,6279.712420661228,1,1
2499869.6440677964,88668.0,2.1577319284535137,2.7977451051857725,5715331.4811866665,6193602.97993905,1,2881912.8474576273,20475.0,1.8075055826753224,1.311523792465049,6325131.573068877,6901783.93068377,1,2280345.966101695,6544.0,2.1847460810700046,2.869295314211001,5784071.587731583,6171581.624931146,1,1711480.440677966,6782.0,2.704882136797212,5.501852859212894,5104864.289522886,5342950.112965175,1,581031.0169491526,9154.0,5.2863058848537285,26.855818847043082,3055986.6972993184,3085184.3825152493,1,295862.6101694915,9882.0,7.680616527342106,58.994476198783026,2180735.3512947783,2182323.9570607417,1,575320.8813559322,7109.0,5.286552788414538,26.85755947252314,3055482.6042151763,3083623.0662430245,1,4323.423728813559,2981.0,2.451693228573052,7.216077514993657,4686.8838195594235,6347.168871076781,1,1
