MeanDelta,MedianDelta,SkewnessDelta,KurtosisDelta,StdDeviaDelta,RMSDelta,EnergyDelta,MeanTheta,MedianTheta,SkewnessTheta,KurtosisTheta,StdDeviaTheta,RMSTheta,EnergyTheta,MeanalphaLow,MedianalphaLow,SkewnessalphaLow,KurtosisalphaLow,StdDeviaalphaLow,RMSalphaLow,EnergyalphaLow,MeanalphaHigh,MedianalphaHigh,SkewnessalphaHigh,KurtosisalphaHigh,StdDeviaalphaHigh,RMSalphaHigh,EnergyalphaHigh,MeanbetaLow,MedianbetaLow,SkewnessbetaLow,KurtosisbetaLow,StdDeviabetaLow,RMSbetaLow,EnergybetaLow,MeanbetaHigh,MedianbetaHigh,SkewnessbetaHigh,KurtosisbetaHigh,StdDeviabetaHigh,RMSbetaHigh,EnergybetaHigh,MeangammaLow,MediangammaLow,SkewnessgammaLow,KurtosisgammaLow,StdDeviagammaLow,RMSgammaLow,EnergygammaLow,MeangammaMid,MediangammaMid,SkewnessgammaMid,KurtosisgammaMid,StdDeviagammaMid,RMSgammaMid,EnergygammaMid,Level
1747706.085,193976,3.011359251,7.430154735,4628821.752,4910938.3,1,4888065.288,81230,0.95977665,-1.117277996,7619341.248,8997975.944,1,2853954.271,12496,1.808097435,1.312651391,6337081.518,6900942.173,1,585890.2203,13497,5.285966583,26.85342538,3055470.485,3085600.694,1,3420659.695,19577,1.512483715,0.296515169,6797072.263,7557648.445,1,4273315.373,25697,1.158480178,-0.682219599,7349369.915,8447424.685,1,1715834.61,13422,2.704873781,5.501819802,5101903.27,5341566.14,1,291348.5254,5651,7.681063941,58.99914776,2180026.227,2181019.767,1,4
1163024.209,515891,5.739083848,35.52680817,2544489.216,2770646.612,1,3203742.372,85802,1.671219722,0.831675788,6560424.297,7232027.467,1,2361317.512,12100,2.156272528,2.777167639,5867050.27,6260797.166,1,3130975.628,13570,1.672437141,0.833723826,6591565.9,7227815.269,1,3125883.93,9416,1.67245995,0.833758414,6591836.701,7225852.377,1,2352443.279,11899,2.156515166,2.777765949,5869621.787,6259810.644,1,2736084.977,8136,1.893524391,1.660555973,6256665.345,6761778.861,1,1955912.977,5476,2.481483394,4.358500241,5438899.483,5720076.777,1,4
1213380.407,787164,6.626490597,47.95486482,2161357.757,2462637.195,1,4306029.729,68986,1.15814088,-0.682488897,7333065.653,8450107.85,1,2565837.542,7587,1.983496151,2.001061798,6071318.172,6543673.705,1,1712499.983,9143,2.704873768,5.501819308,5103015.916,5341540.847,1,578718.7797,7448,5.286375648,26.85631117,3055063.842,3083851.006,1,862359.3729,7037,4.196349627,16.15662767,3709144.903,3777332.034,1,289645.9153,2868,7.681028848,58.99878185,2181726.796,2182464.148,1,571259.2881,1467,5.286578417,26.85773972,3061697.812,3088923.667,1,4
3320204.226,147492,1.634094769,0.702235464,6543724.94,7282593.036,1,2569649.547,18888,2.006693997,2.106113262,6041338.319,6512467.3,1,645600.7547,8542,4.993941202,23.8391477,3221322.389,3255445.801,1,1276349.34,9494,3.308638496,9.296815621,4465685.799,4603818.692,1,1907493.132,10460,2.513196755,4.484068074,5353274.592,5635190.364,1,4439769.774,24847,1.101312563,-0.819498228,7448526.767,8610766.736,1,959416.7358,12172,3.950209379,14.13659441,3906571.954,3986707.384,1,7624.018868,6550,1.463701394,2.369397825,6079.802203,9715.566101,1,4
1438972.271,134572,3.466236541,10.52795901,4190322.015,4396798.043,1,2336810.932,31227,2.182992112,2.864881877,5762307.305,6172688.88,1,2570241.424,12707,1.983491571,2.00105381,6070157.306,6544343.244,1,2283112.102,11291,2.184752569,2.869313557,5782591.594,6171240.917,1,2283760.136,14198,2.184751698,2.869312152,5780528.461,6169580.377,1,7966181.661,75924,0.10449392,-2.060110918,8426623.714,11544024.96,1,3704761.932,19966,1.384928253,-0.086054376,6996671.163,7864410.313,1,293222.3898,8598,7.681063469,58.99914281,2181672.576,2182888.407,1,4
1009631.373,164229,5.009013393,24.84043756,3029558.924,3168914.579,1,3186520.932,63254,1.651713776,0.753977255,6553068.108,7236627.314,1,2000779.034,12486,2.420594506,3.993629033,5462388.858,5773654.404,1,1999332.22,12406,2.42061186,3.993676477,5462208.619,5772985.545,1,2282675.356,14146,2.184750116,2.869303986,5779606.109,6168329.325,1,7117956.492,69474,0.316790081,-1.967518814,8335784.364,10907469.4,1,3421212.593,21998,1.512483735,0.296515639,6795455.5,7556469.377,1,293846.8644,8686,7.681029855,58.99879277,2180518.112,2181838.164,1,4
710872.4545,103412,6.69654361,47.58853402,2279665.057,2368063.307,1,1594334.6,29204,2.923271432,6.79897608,4839966.71,5053836.803,1,2754221.564,9350,1.869745909,1.551218839,6249422.68,6777235.733,1,623773.8727,10829,5.093172867,24.84448562,3163884.294,3196444.07,1,1233891.745,17338,3.383625738,9.804405518,4386261.825,4517961.522,1,7329927.491,71453,0.26387376,-2.004643533,8372294.54,11070171.3,1,2757968.109,21351,1.869829439,1.551389687,6249349.273,6778692.724,1,925381.6727,11388,4.033983952,14.81069355,3838244.89,3914153.584,1,4
1562939.368,281547,3.380947075,9.964251108,4241555.248,4485302.942,1,5643603.982,121369,0.725961607,-1.527277066,7930644.487,9676877.838,1,1187060.386,10063,3.456959718,10.31141836,4317083.039,4440647.453,1,2066800.474,11720,2.361032291,3.703257574,5543278.132,5870307.498,1,2070000.281,13085,2.361009754,3.703198396,5542717.975,5870915.271,1,7659010.614,69258,0.180904075,-2.040138227,8411358.622,11321225.76,1,2659164.684,18976,1.927480823,1.776312112,6159602.891,6659297.12,1,9785.807018,6686,0.94752773,-0.076990271,8232.286372,12741.41284,1,4
2273508.153,231546,2.396496105,3.922315047,5372411.023,5791583.507,1,2046713.203,32050,2.419182791,3.989576006,5444538.04,5773179.866,1,1430445.678,10006,3.060381093,7.623410052,4703064.998,4877509.606,1,1431759.254,11197,3.060368613,7.623359995,4702550.571,4877407.424,1,1716949.051,16554,2.704877949,5.501841717,5104095.081,5343982.124,1,6548034.729,30060,0.463641001,-1.848897411,8231831.956,10463808.57,1,1436921.729,18383,3.060360732,7.623328206,4702027.711,4878429.947,1,8983.237288,7752,0.62385403,-0.293339078,6206.367935,10888.74146,1,4
1727892.508,146841,2.999761865,7.379049813,4640812.73,4915050.254,1,3738002.915,30612,1.384608705,-0.086427949,6983545.857,7868670.144,1,1147433.576,8876,3.528661222,10.81751551,4245837.691,4363278.218,1,1430797.508,12068,3.060380546,7.623400916,4702247.061,4876837.506,1,1149084.373,15595,3.52876009,10.81795234,4246907.131,4364735.551,1,5411160.627,27600,0.781756124,-1.438809341,7883956.725,9507046.247,1,1718384.966,16664,2.704878294,5.50184128,5103631.107,5344008.04,1,292523.8475,5501,7.681006677,58.99855095,2179248.603,2180413.043,1,4
2104662.593,47511,2.413642012,3.973439327,5425829.915,5776699.586,1,4284713.847,24047,1.158384645,-0.682293457,7343252.22,8447968.441,1,1144808.949,8410,3.528759804,10.81794503,4245379.559,4362150.428,1,1144617.797,7349,3.528761445,10.81795833,4245832.632,4362533.743,1,2282380.712,12017,2.184753919,2.869314676,5779700.511,6168307.249,1,4271548.661,22420,1.158480694,-0.682220754,7347875.7,8445253.037,1,583138.1186,15059,5.286480391,26.85705019,3053779.098,3083432.566,1,7283.338983,6108,1.104557886,0.657098696,5786.932192,9271.893432,1,4
1868598.22,88007,2.691664553,5.456981061,5059688.605,5353335.613,1,4006955.881,25583,1.267302473,-0.408614982,7174716.464,8164543.329,1,1147708.424,13193,3.528728599,10.81780823,4244139.87,4361726.432,1,1998914.373,12506,2.420599584,3.993642932,5459000.725,5769857.118,1,1431640.051,12245,3.060369255,7.623356758,4700890.226,4875798.758,1,5693518.254,26168,0.698178488,-1.566845691,7990197.458,9755886.247,1,1717062.763,17125,2.704877765,5.501831795,5100996.183,5341109.144,1,292081.8136,7933,7.681053946,58.99904376,2179504.12,2180604.843,1,4
2321815.864,216452,2.368426358,3.830985615,5373503.205,5811709.445,1,4013291.593,35765,1.267373924,-0.408546757,7167813.214,8161694.053,1,4270409.186,16546,1.158484627,-0.682214007,7351460.412,8447743.209,1,2854769.644,19484,1.808118108,1.312684001,6331035.679,6895822.383,1,1718409.254,17906,2.70487586,5.501830275,5102555.598,5343006.14,1,6545156.356,27558,0.463651095,-1.848900548,8232030.689,10462161.3,1,1431500.288,12694,3.060399315,7.623471731,4702436.079,4877222.893,1,7847.677966,6843,1.167314537,2.38928508,5232.486639,9407.49257,1,4
1036279.797,16932,4.116259067,15.69442902,3692741.71,3805140.303,1,2581515.729,19867,1.983418804,2.000894427,6063803.237,6542989.969,1,1147425.305,8860,3.528749857,10.81789905,4247022.745,4364409.666,1,1433539.492,16050,3.060392289,7.623449937,4702259.602,4877654.556,1,1718133.305,18279,2.70487795,5.501833773,5101525.703,5341950.513,1,3991648.508,24715,1.267514889,-0.408409801,7180060.369,8161662.853,1,866890.661,16897,4.196467774,16.15727566,3708213.277,3777470.045,1,7526.966102,6239,1.919873504,4.045819175,5938.344312,9556.226142,1,4
3049780.915,86809,1.793511933,1.2834355,6260174.755,6915686.365,1,4568536.322,29087,1.056335953,-0.91627625,7497847.631,8725617.486,1,1146668.39,9308,3.528747787,10.81789015,4246221.443,4363444.167,1,582387.8814,10984,5.286424534,26.85665943,3057998.614,3087399.167,1,1433651.797,15181,3.06038186,7.623406393,4702519.585,4877933.949,1,4846032.051,27278,0.960169875,-1.117104071,7641103.883,8993380.567,1,2569079.492,16726,1.983542651,2.001159764,6069935.016,6543684.289,1,292773.9153,6796,7.680833196,58.99673776,2178915.928,2180119.75,1,4
1279482.339,208662,4.031406354,15.2146768,3658406.612,3846318.704,1,3756971.186,77699,1.384423127,-0.086650216,6971170.963,7866916.507,1,2850037.593,12734,1.808123651,1.312695902,6333848.97,6896404.644,1,2002929.102,12035,2.420433959,3.993165799,5458194.151,5770499.216,1,2568805.576,17683,1.983541789,2.001160171,6070386.223,6543988.209,1,7684731.864,80344,0.174556865,-2.039859949,8403282.403,11334610.36,1,3137144.407,18606,1.652527552,0.755306638,6574664.041,7234309.552,1,295674.4746,10676,7.680885538,58.99728663,2178952.626,2180547.218,1,4
2148896.593,391179,2.645960095,5.299790323,4985649.375,5390097.983,1,3470513.186,52255,1.511725088,0.295446973,6776191.156,7561942.745,1,2284876.644,11905,2.184721404,2.86923764,5781276.445,6170682.655,1,1431481.322,11872,3.060393556,7.623454476,4704203.55,4878892.601,1,2287679.525,15884,2.18469933,2.869180518,5780178.733,6170710.227,1,7118232.915,70023,0.316793291,-1.967520507,8336105.819,10907891.28,1,3989970.373,25328,1.267517953,-0.408405743,7179459.461,8160322.53,1,1429544.814,10038,3.060396135,7.623460715,4703146.944,4877323.162,1,4
1559426,283155,3.458798651,10.49738526,4160936.887,4410414.701,1,3208877.441,79135,1.651247831,0.753213386,6544076.593,7238507.199,1,1434201.847,13276,3.060353969,7.623308654,4703270.107,4878806.891,1,1996934.441,8524,2.420601118,3.993644732,5460268.192,5770350.5,1,1712884.576,6786,2.704876163,5.501828507,5106351.933,5344797.224,1,4562466.898,21817,1.05637444,-0.916254594,7501565.607,8725583.238,1,3420206.305,14175,1.512474818,0.296502002,6795673.965,7556206.976,1,8545.813559,5312,1.202933214,0.246418958,7916.699424,11603.5678,1,4
1636014.678,381820,3.421497635,10.31951324,4152575.611,4430367.818,1,4635155.661,97038,1.055303729,-0.916925598,7459335.815,8728303.346,1,2284135.322,10610,2.1847199,2.869234879,5780177.683,6169396.189,1,3136978.559,12526,1.652490246,0.755249678,6575005.313,7234542.536,1,2566438.746,11717,1.983531404,2.001141345,6071334.474,6543924.334,1,2013235.39,20176,2.420457383,3.993238669,5456455.973,5772469.394,1,3704589.373,18067,1.384917146,-0.086063273,6998107.779,7865585.507,1,8517.305085,6170,1.205306953,0.816243467,7738.276952,11463.44124,1,4
1032465.678,609008,6.661961754,48.30647852,2185441.888,2400247.867,1,3219985.542,96066,1.651455535,0.753552004,6538977.342,7238909.855,1,4558990.898,22058,1.056394034,-0.916241119,7505081.807,8726738.72,1,2001189.339,13939,2.42059529,3.993628527,5459883.62,5771466.72,1,2003078.136,12963,2.42056663,3.993553413,5460005.869,5772235.586,1,4564227.22,28704,1.056389157,-0.916246082,7501232.368,8726222.206,1,4273068.271,14999,1.158473397,-0.682223683,7354328.091,8451540.679,1,292858.4068,5580,7.680972504,58.99819498,2178985.061,2180199.022,1,4
1069784.797,697505,6.56736078,47.44334202,2188274.899,2419054.512,1,4422522.085,190310,1.15524768,-0.684968014,7267580.068,8454655.879,1,2579701.288,16951,1.983399016,2.000853784,6066740.944,6544951.108,1,2006574.932,16445,2.420537184,3.993467988,5457985.503,5771571.722,1,3135243.39,11225,1.652520099,0.755296226,6576944.201,7235522.807,1,3430580.119,22716,1.512443028,0.296459746,6791964.719,7557631.043,1,3708217.136,19390,1.384905876,-0.086079638,6996011.741,7865461.984,1,1997466.712,7506,2.420588796,3.993607041,5461091.828,5771300.873,1,4
816266.9153,617604,1.234253377,1.019776161,733010.6052,1092926.973,1,2982479.458,125699,1.804485196,1.30571232,6279764.745,6903783.86,1,3147693.898,20013,1.652419001,0.755132417,6570774.299,7235417.806,1,3138725.322,15425,1.65250893,0.755280186,6574877.009,7235185.505,1,2000514.424,10950,2.420590988,3.993617592,5460622.666,5771920.066,1,3997154.407,23559,1.267465648,-0.408457994,7177840.403,8162437.887,1,2006543.898,17643,2.420541212,3.993476514,5456715.413,5770380.222,1,858811.7119,5558,4.196468558,16.15727591,3708828.866,3776218.551,1,4
1017255.949,591938,6.617344928,47.94071568,2187970.023,2396014.042,1,3858681.203,157810,1.379820119,-0.09244374,6923002.074,7874327.913,1,4287020.763,22365,1.158299775,-0.682362937,7344227.112,8449971.66,1,2576114.864,13354,1.983337629,2.00072062,6068429.681,6545077.526,1,1148077.576,7435,3.528681232,10.81760788,4246023.892,4363625.729,1,1728892.322,18021,2.704623945,5.501002009,5097324.248,5341479.024,1,2290019.22,14677,2.18464556,2.869049087,5781049.791,6172380.006,1,1142887.424,6836,3.528749865,10.81790203,4245840.876,4362087.945,1,4
893440.7458,682908,1.298811514,1.46215897,802373.0255,1196297.175,1,2457381.966,160738,2.17748125,2.850669293,5718873.779,6179798.753,1,2865864.119,17051,1.807998792,1.312466747,6332632.104,6901862.626,1,4565288.881,16529,1.056245483,-0.916334142,7501834.314,8727286.2,1,3136711.424,13145,1.652513033,0.755288376,6579206.935,7238180.852,1,2587885.271,24449,1.983392807,2.000840672,6064239.122,6545902.633,1,3147027.339,20731,1.652416419,0.755128514,6572682.522,7236831.529,1,1995486.508,7617,2.420614275,3.993682874,5461364.679,5770869.657,1,4
1075090.864,602820,6.427942281,45.89683056,2202315.621,2433887.381,1,3844467.237,208750,1.381315274,-0.090538694,6930585.159,7873932.953,1,4844177.305,21253,0.960148992,-1.117109522,7644982.843,8995621.728,1,2002971.644,10081,2.420538868,3.993470238,5459071.043,5771329.364,1,1147103.627,9222,3.528718824,10.81776654,4246211.172,4363548.738,1,593990.4746,19153,5.285824775,26.85242469,3051539.937,3083324.816,1,1719061.864,15251,2.704863705,5.501794395,5103932.663,5344508.838,1,1145655.661,8522,3.52866627,10.8175216,4244472.822,4361505.26,1,4
2021909.847,517585,2.978347755,7.29554492,4558166.237,4951045.18,1,3543008.847,133828,1.508600059,0.290780268,6738341.42,7562312.897,1,3146872.915,15510,1.652405244,0.755114439,6573907.209,7237857.847,1,1432832.678,9897,3.060349035,7.623286895,4704446.382,4879519.415,1,1713542.186,8446,2.704867299,5.501798113,5103377.098,5342214.255,1,3141174.339,17489,1.652494054,0.755253053,6572942.235,7234520.161,1,3419897.186,12074,1.51246992,0.296497737,6796784.608,7557049.025,1,1143231.169,5870,3.52875985,10.8179547,4246157.741,4362481.209,1,4
1639284.339,706430,3.966052298,14.86316471,3593281.452,3921744.872,1,2176562.373,94411,2.404446371,3.945033538,5404866.433,5784019.055,1,2580968.729,14357,1.983312445,2.000663792,6066287.21,6545037.356,1,2294187.898,12254,2.184442897,2.868540605,5774679.317,6168064.305,1,1717820,8624,2.704700412,5.50125265,5101874.928,5342177.616,1,3149155.339,21732,1.652419799,0.755135967,6568958.681,7234433.007,1,3424761.458,17337,1.512447991,0.29646548,6795661.108,7558258.527,1,1146192.915,7261,3.528621872,10.8173258,4247850.403,4364877.637,1,4
1197783.508,546206,4.956903117,24.44371902,3001069.616,3207561.848,1,3230037.644,82759,1.648288351,0.7479535,6536958.286,7241595.032,1,1443185.932,10806,3.059708938,7.620818485,4700360.556,4878699.7,1,589030.5085,8783,5.284960905,26.84629618,3053392.394,3084176.004,1,579741.3559,3807,5.28600219,26.85367134,3059306.229,3088174.463,1,1153541.068,4776,3.527951432,10.81427654,4247252.761,4366241.473,1,857777.6102,3002,4.196470251,16.15730234,3711606.727,3778665.767,1,858089.8136,2390,4.196449325,16.15717582,3715240.585,3782245.545,1,4
1067221.136,708590,6.803670452,49.86153626,2163690.633,2396073.805,1,4128016.153,196369,1.264894526,-0.411217571,7109079.386,8168410.72,1,2581711.288,20385,1.983314842,2.000671172,6064032.295,6543275.812,1,3707466.237,16597,1.384871809,-0.086117422,6995146.852,7864351.728,1,1712884.271,7704,2.7048741,5.501824222,5104765.487,5343307.168,1,1146039.305,10203,3.528758297,10.81793769,4245274.105,4362372.602,1,861138.678,6547,4.196456469,16.15721658,3710975.63,3778820.902,1,5562.779661,3692,1.579724065,2.538160334,5405.014227,7724.21781,1,4
1633634.915,467023,3.453414752,10.47124445,4141028.375,4418849.737,1,4638354.831,136937,1.055257747,-0.91697016,7457332.116,8728319.707,1,2575850.831,18759,1.983462088,2.000992956,6068657.543,6545181.299,1,2002368.153,11853,2.420570747,3.993560844,5461048.296,5772958.627,1,2852867.542,13103,1.80812376,1.312700897,6336165.381,6899665.75,1,4840573.746,18581,0.960180218,-1.117099595,7646490.776,8994941.823,1,2566932.712,15609,1.983543259,2.001166491,6070998.65,6543811.796,1,292337.8644,6392,7.681026994,58.99876282,2178874.602,2180020.63,1,4
1686434.356,383909,3.38870759,10.16161787,4150667.466,4447482.497,1,4628965.237,128312,1.055351977,-0.916932898,7465108.558,8729869.712,1,3424849.576,17952,1.512402586,0.296403336,6792944.245,7555897.226,1,2005964.322,11478,2.420503575,3.993366511,5459773.39,5773021.646,1,1715284.593,13510,2.704877828,5.501833364,5102539.026,5341986.45,1,2861453.508,20386,1.808067114,1.312588639,6330972.413,6898535.012,1,1435795.288,13505,3.060303228,7.623109505,4701356.598,4877462.355,1,8425.135593,6016,1.9252051,4.401102215,7757.362062,11407.87589,1,4
1735583.271,232281,3.018881843,7.46002946,4629725.267,4907475.03,1,4319459.576,86392,1.157995684,-0.682605447,7326941.515,8451739.671,1,1430700.356,9077,3.060374167,7.62337694,4701383.922,4875990.873,1,2853268.932,13732,1.808114034,1.312678818,6334920.158,6898707.629,1,2283479,14209,2.184751487,2.869311023,5779734.834,6168745.333,1,3994535.034,23126,1.267496027,-0.408425348,7179205.117,8162335.463,1,2569565.542,16234,1.983521925,2.001115382,6068375.725,6542453.314,1,292510.4068,7498,7.681008276,58.99856762,2178978.084,2180145.448,1,4
