MeanDelta,MedianDelta,SkewnessDelta,KurtosisDelta,StdDeviaDelta,RMSDelta,EnergyDelta,MeanTheta,MedianTheta,SkewnessTheta,KurtosisTheta,StdDeviaTheta,RMSTheta,EnergyTheta,MeanalphaLow,MedianalphaLow,SkewnessalphaLow,KurtosisalphaLow,StdDeviaalphaLow,RMSalphaLow,EnergyalphaLow,MeanalphaHigh,MedianalphaHigh,SkewnessalphaHigh,KurtosisalphaHigh,StdDeviaalphaHigh,RMSalphaHigh,EnergyalphaHigh,MeanbetaLow,MedianbetaLow,SkewnessbetaLow,KurtosisbetaLow,StdDeviabetaLow,RMSbetaLow,EnergybetaLow,MeanbetaHigh,MedianbetaHigh,SkewnessbetaHigh,KurtosisbetaHigh,StdDeviabetaHigh,RMSbetaHigh,EnergybetaHigh,MeangammaLow,MediangammaLow,SkewnessgammaLow,KurtosisgammaLow,StdDeviagammaLow,RMSgammaLow,EnergygammaLow,MeangammaMid,MediangammaMid,SkewnessgammaMid,KurtosisgammaMid,StdDeviagammaMid,RMSgammaMid,EnergygammaMid,Level
1811489.339,279836,2.989412307,7.336469517,4619988.265,4925851.96,1,3774964.119,65503,1.382885052,-0.088596406,6963377.717,7868744.636,1,1720806.288,14770,2.704781036,5.501524548,5103180.756,5344364.376,1,2284880.576,12337,2.184710354,2.869213443,5782171.728,6171508.688,1,1147451.102,9014,3.528714749,10.81774702,4245979.216,4363418.208,1,1148357.797,12389,3.528727947,10.8178073,4244124.522,4361882.667,1,863517.1017,10833,4.196432144,16.15707669,3707870.353,3776366.278,1,290080.3729,4682,7.681081816,58.99933398,2183453.46,2184218.641,1,1
1494546.407,599824,3.969498688,14.88700576,3624724.856,3892250.069,1,2673452.915,105453,1.980978125,1.995565587,6027677.22,6547093.356,1,3437188.034,17385,1.512159658,0.296060441,6789877.114,7558789.299,1,3723220.288,24471,1.384722077,-0.08629466,6991275.319,7868409.013,1,1537783.271,18795,3.039633424,7.541031427,4681877.802,4890115.751,1,2038765.441,23530,2.418076819,3.986223848,5449761.508,5775212.28,1,892874.1695,14430,4.189379439,16.11731781,3703750.788,3779218.122,1,1149945.763,6854,3.52851626,10.81685644,4246420.052,4364496.533,1,1
2868957.763,90378,1.930760945,1.873976948,5984049.681,6590359.593,1,3460688.763,23736,1.510911541,0.294237031,6778623.295,7559582.755,1,1150932.627,8355,3.528504962,10.81680098,4246667.935,4364993.729,1,866543.7966,8508,4.195976621,16.15457098,3709598.411,3778727.192,1,1713997.339,10287,2.704856408,5.501762265,5102026.077,5341091.571,1,1434677.203,17641,3.060359657,7.623325579,4700774.978,4876582.185,1,1429745.593,8660,3.060370901,7.623362787,4701649.607,4875962.658,1,6101.983051,4738,2.406799438,7.248315469,5961.031025,8495.046715,1,1
3716051.644,275271,1.493338798,0.267761079,6665208.296,7581627.485,1,2637735.915,24012,1.979204622,1.991364695,6044964.377,6548274.278,1,1435664.831,10656,3.060154782,7.622544903,4701525.182,4877583.698,1,1153016.831,10922,3.528032231,10.81463226,4244687.689,4363650.097,1,584229.6102,10632,5.285048883,26.84684663,3055809.151,3085615.52,1,869769.322,16085,4.195889193,16.1540788,3709292.929,3779173.427,1,870683.5085,10585,4.193960953,16.14324128,3708523.574,3778641.645,1,298524.0339,5072,7.670978713,58.89204485,2180291.085,2182250.02,1,1
1934829.915,94836,2.671704056,5.387022801,5045487.27,5363677.377,1,3449585.847,26501,1.511937417,0.295744582,6783828.671,7559098.381,1,1717281.407,9160,2.704774607,5.501500487,5103621.644,5343644.405,1,863720.4915,9128,4.196408637,16.15696994,3711240.926,3779666.173,1,1429325.22,9824,3.060397841,7.623473772,4703620.684,4877707.89,1,1712587.051,10349,2.704881885,5.501853472,5104171.84,5342654.358,1,291300.2203,5323,7.681053154,58.99903538,2179572.74,2180567.717,1,289332.6949,4326,7.681093214,58.99945264,2183549.58,2184213.933,1,1
1744467.492,206012,3.014095296,7.440473578,4628969.878,4909923.964,1,6010338.424,103055,0.617352177,-1.676546905,8058242.558,9997941.95,1,1718932.051,10376,2.70479791,5.501573472,5106144.385,5346543.513,1,1431064.797,12016,3.060390936,7.623440689,4701976.313,4876659.306,1,1148488.661,13475,3.528755039,10.81792147,4243323.17,4361150.631,1,2567069.949,15572,1.983543128,2.001165566,6069209.425,6542233.869,1,1431596.847,10208,3.060395461,7.62346884,4705223.487,4879893.251,1,5252.033898,4103,2.695619417,10.74976413,4960.687814,7195.498018,1,1
1129109.034,180113,4.145837392,15.87483979,3662123.991,3802463.895,1,3747944.559,70731,1.384588201,-0.086449397,6976938.368,7867637.014,1,3704347.153,12816,1.38491276,-0.086068105,6998760.435,7866042.276,1,3417039.339,12965,1.512486755,0.296521281,6796647.597,7555634.994,1,1429808.966,10596,3.060393448,7.623448556,4700769.706,4875147.187,1,1429520.763,9623,3.060397108,7.623468157,4703368.266,4877525.915,1,1430255.119,10303,3.060382994,7.623412862,4702471.059,4876890.73,1,574171.3898,4987,5.286566369,26.85771847,3058126.052,3085983.955,1,2
2355060.78,238250,2.375338412,3.857675246,5357668.252,5810714.378,1,3461702.695,63795,1.512128185,0.296024535,6776681.463,7558335.418,1,2285158.424,11806,2.184698779,2.86918123,5779826.734,6169451.837,1,2565422.017,12125,1.983544048,2.001163635,6071283.593,6543479.244,1,296857.3559,10403,7.680844524,58.99685937,2178264.68,2180032.188,1,2000038.102,16240,2.42061214,3.993674116,5458294.662,5769589.869,1,1716585.271,15096,2.704860617,5.501776336,5101306.039,5341246.58,1,7990.322034,5380,1.279999221,1.222068045,6471.145519,10247.49786,1,2
1303804.864,287947,4.066602235,15.43023576,3644474.704,3841481.619,1,4340750.119,83187,1.156884697,-0.683596655,7312756.349,8450570.232,1,2571884.831,12363,1.983505703,2.001088812,6072101.764,6546761.722,1,2282337.271,12191,2.184734615,2.869265473,5778391.248,6167085.205,1,1714472.814,10377,2.704868082,5.501810712,5103486.401,5342615.471,1,2568159.271,13414,1.983534098,2.001144291,6071070.169,6544358.257,1,3703912.237,12809,1.38492363,-0.08605617,7001970.136,7868645.094,1,576283.4746,7440,5.286467135,26.85695535,3055273.097,3083598.74,1,2
2412295.915,89085,2.179246263,2.855422258,5734006.705,6175818.66,1,5422492.542,27339,0.781625319,-1.438826952,7877500.066,9508241.314,1,2848777.983,9724,1.808132678,1.3127144,6336878.539,6898619.786,1,1146324.288,9454,3.528759837,10.8179473,4245817.084,4362966.919,1,295799.4407,9789,7.680847793,58.99689193,2180382.949,2181969.216,1,1714673.576,10852,2.704876768,5.501829773,5101939.449,5341227.275,1,1147972.949,10617,3.528723104,10.81778428,4244500.523,4362141.023,1,573054.3559,3776,5.286560462,26.85761391,3056398.867,3084093.638,1,2
2602774.508,262197,2.155727427,2.793132418,5677669.461,6201934.694,1,3747402.441,62345,1.384284104,-0.086827371,6977069.26,7867492.886,1,1715960.593,11859,2.70484866,5.501743439,5105310.644,5344806.028,1,1146575.661,12114,3.528757108,10.81794097,4246082.15,4363286.546,1,1147563.695,10017,3.528741711,10.81787542,4246089.249,4363553.074,1,1434440.814,16373,3.060389218,7.623437113,4702199.91,4877862.962,1,5122567.661,24975,0.868879002,-1.289952541,7772227.893,9253343.692,1,579823.4237,10230,5.286461664,26.85691791,3054231.678,3083248.131,1,2
800066.661,391960,6.88429687,50.50790364,2191715.51,2315665.412,1,2937197.254,73503,1.806017486,1.308698637,6300596.64,6903028.787,1,2572974,14184,1.983484919,2.001041645,6069355.143,6544685.623,1,1149772.847,10847,3.528674128,10.81757121,4244302.271,4362425.427,1,1714128.542,8720,2.704851502,5.501749379,5103788.596,5342788.786,1,5409104.915,23391,0.781757453,-1.438807393,7888492.13,9509574.49,1,4848017.847,27990,0.960154782,-1.117110298,7640334.029,8993807.834,1,1429205.051,10870,3.060392956,7.623446316,4702112.22,4876242.716,1,2
1710398.373,248898,3.041278944,7.549794447,4629210.149,4898146.166,1,3749225.169,67956,1.384454097,-0.086613448,6974654.573,7866256.453,1,2568699.915,13651,1.983499754,2.00106736,6069492.08,6543131.364,1,2001976.475,10789,2.42050419,3.993370283,5458899.418,5770824.464,1,1152214.898,11339,3.528383714,10.81623643,4243566.15,4362365.755,1,2853027.22,13454,1.808105972,1.312666837,6335133.59,6898800.333,1,3419965.424,14521,1.512466053,0.296490587,6796700.698,7557005.717,1,293831.5932,6409,7.680162128,58.98970102,2180663.761,2181979.201,1,2
3224510.576,411403,1.784779118,1.267034257,6183684.777,6927288.424,1,955819.8644,49599,4.186669034,16.10303052,3691390.16,3782723.576,1,2004490.441,12842,2.420492648,3.993335531,5461371.172,5773995.31,1,1431484.797,8699,3.060327803,7.623198376,4701837.303,4876650.817,1,597668.9322,6982,5.278747233,26.80148122,3054096.648,3086522.502,1,1155559.102,14195,3.528472712,10.81665986,4243950.291,4363617.512,1,1437170.119,13629,3.060192479,7.622680526,4699026.791,4875659.852,1,576697.7797,7952,5.286539169,26.85752939,3057600.943,3085943.539,1,2
1819149.915,582060,3.390721369,10.18246787,4113036.342,4465382.895,1,3277449.492,148218,1.647841905,0.747423452,6511359.627,7240225.999,1,3186649.441,27805,1.650783253,0.752372439,6553509.211,7237076.568,1,1777499.559,28359,2.700763028,5.487944247,5084614.54,5345523.182,1,1537979.22,26414,3.050111286,7.583406144,4674888.054,4883599.269,1,4329655.831,78378,1.157259808,-0.683249189,7318312.494,8449607.078,1,3751370.186,60662,1.384073796,-0.087082189,6974136.563,7866827.591,1,1455518.593,10923,3.05939227,7.619621606,4696450.457,4878661.681,1,2
2109392.424,363129,2.66547401,5.369784071,4990505.907,5378899.928,1,2071292.017,62781,2.417717487,3.985290726,5435404.453,5773485.328,1,1151382.407,9322,3.528581845,10.81714357,4243245.201,4361839.015,1,1429368.051,8532,3.06037746,7.623387274,4702710.587,4876857.711,1,576588.4576,6003,5.286454827,26.85686903,3055208.267,3083592.607,1,1997558.271,9383,2.420612497,3.993680253,5460562.137,5770839.843,1,2852696.085,12433,1.808114357,1.312677772,6333192.671,6896911.281,1,293482.3898,5571,7.680692037,58.99526544,2179251.658,2180544.85,1,2
2730750.78,80491,1.959692384,1.940417246,6021412.709,6565049.767,1,3448499.407,27970,1.512171003,0.296083164,6784180.529,7558913.088,1,1715287.763,10001,2.704858625,5.50178133,5104308.754,5343649.248,1,1711401.254,9388,2.704883087,5.501851032,5103593.533,5341731.205,1,293448.1356,7998,7.681019284,58.99868248,2180929.856,2182189.03,1,1999261.78,15689,2.420609434,3.993666034,5458217.081,5769248.647,1,2848988.492,11720,1.808134717,1.312716707,6335601.172,6897553.286,1,8046.084746,6933,0.897274456,-0.002905625,6630.320321,10390.16473,1,2
2577845.305,160299,2.158493825,2.800879617,5684495.711,6197668.239,1,4588772.559,73813,1.055999482,-0.916492145,7485284.941,8725633.036,1,1433017.593,8391,3.060292939,7.623074535,4704621.11,4879739.319,1,580974.9153,8440,5.286114397,26.85446693,3055629.351,3084825.852,1,580995.5593,8033,5.285909572,26.85300101,3054334.946,3083569.328,1,302978.5254,13231,7.677825398,58.9650988,2177732.798,2180351.905,1,2283539.339,11864,2.184741302,2.869283368,5780607.197,6169571.171,1,7675.864407,5223,1.205281498,0.580259099,7314.539346,10560.04538,1,2
2196586.254,169562,2.408984874,3.959756174,5397007.701,5784374.953,1,4859901.356,30685,0.960080428,-1.117142036,7636499.414,8997019.263,1,2564166.746,9308,1.983533306,2.001139285,6071149.25,6542864.662,1,581703.7627,10979,5.286392389,26.85644018,3055914.875,3085241.217,1,863266.5085,9944,4.196451457,16.1571921,3710918.637,3779251.357,1,1146718.271,11276,3.528755656,10.81792814,4244332.442,4361650.212,1,1430419.932,11576,3.060390278,7.623437685,4702909.574,4877354.73,1,289909.3898,5917,7.681077616,58.99929024,2179742.116,2180548.796,1,2
2723918.458,95573,1.976024399,1.984511482,6012573.907,6554238.87,1,1462226.61,24470,3.059620798,7.620513078,4695100.45,4879390.158,1,1434439.61,9996,3.060301597,7.623099976,4701200.134,4876915.181,1,294525.7288,8682,7.680952505,58.99798679,2180034.005,2181454.103,1,861697.7966,9157,4.196463944,16.15725124,3708295.992,3776361.566,1,1714943.61,14449,2.704878628,5.501836417,5101446.623,5340851.21,1,2850121.559,15762,1.808131218,1.312707674,6332943.826,6895622.139,1,6071.20339,4844,1.896112275,4.679794106,5158.946186,7938.711439,1,2
2513146.948,106653.5,2.140786918,2.703100226,5758961.4,6237765.839,1,2934093.672,22149,1.780343843,1.211103702,6364416.624,6958184.303,1,1746397.224,9784.5,2.673805677,5.332214037,5144161.86,5390366.983,1,879732.7241,9295,4.156287438,15.81992424,3740811.712,3811342.509,1,896250.9828,13349,4.149987132,15.78450081,3736781.556,3811305.76,1,884862.931,15140.5,4.155991997,15.81830998,3737974.131,3809793.786,1,1172456.259,13123.5,3.492900705,10.56408377,4276669.512,4398773.995,1,299751.6724,6818,7.613976122,57.98129696,2198226.765,2199713.201,1,2
2850882.526,158737,1.91654349,1.752674629,6083679.406,6670035.066,1,5618229.93,65762,0.726169532,-1.527274901,7947146.15,9675413.15,1,1187727.088,8772,3.456911359,10.31119585,4315283.8,4439107.328,1,303741.1754,7591,7.549705058,56.99867449,2217731.308,2219077.36,1,597363.8947,9274,5.190927601,25.85229195,3107920.985,3137922.449,1,892577.1228,10563,4.116002082,15.48403078,3770453.822,3842343.918,1,892404.3684,9005,4.11600162,15.48402904,3771010.465,3842840.444,1,5426.666667,3971,1.157301772,0.504594496,4698.598314,7151.09953,1,2
981890.0678,139998,5.0251702,24.96165301,3031677.107,3162181.748,1,2971144.203,44400,1.80176916,1.300204389,6288801.807,6906982.23,1,892297.0508,12762,4.19425076,16.14508615,3703051.504,3778408.088,1,1769983.068,14588,2.69946278,5.483551198,5091326.058,5349307.611,1,683572.5424,13516,5.221561982,26.37514757,3052575.304,3102829.603,1,2088029.441,27794,2.410379675,3.962387445,5432820.779,5777122.566,1,2347702.339,22784,2.181644461,2.861459751,5757788.265,6172676.205,1,923984.8814,11627,4.178094971,16.05277223,3702522.995,3785508.439,1,2
2161244.678,771437,2.948401622,7.189473617,4529037.461,4983522.329,1,2152632.153,97644,2.410633496,3.964355456,5409926.725,5779712.475,1,4276858.814,20815,1.158445946,-0.682244898,7349525.012,8449350.387,1,2003763.864,10793,2.420524438,3.993428271,5459587.823,5772084.871,1,1440748.203,11327,3.059646298,7.620564613,4699925.764,4877567.285,1,3997130.475,19383,1.267332354,-0.408590846,7179146.343,8163555.139,1,3432400.678,22148,1.512424578,0.29643423,6793104.245,7559464.241,1,3131877.441,10404,1.652528214,0.755309184,6577038.463,7234149.182,1,2
1377399.678,759374,4.793731688,23.32569385,2997053.254,3275258.04,1,2488716.712,190306,2.174912335,2.844448725,5708439.302,6182853.736,1,2294457,19941,2.184638072,2.869032159,5776861.545,6170172.844,1,3703078.661,14513,1.384929127,-0.086047952,7002388.586,7868618.819,1,2565671.051,12258,1.983541063,2.001155658,6069967.551,6542376.545,1,5975794.22,21825,0.6176007,-1.676592562,8083425.032,9997219.081,1,6262709.237,30722,0.539556012,-1.770070118,8163035.774,10233634.28,1,3417014.847,11214,1.512490004,0.296525232,6798847.21,7557569.103,1,2
1329460.695,668572,4.922477843,24.23232514,2983834.227,3243428.681,1,3817219.797,136420,1.382931719,-0.088475693,6939030.33,7867986.07,1,4281926.339,25657,1.158368832,-0.682305257,7348750.106,8451254.172,1,3705213.492,12910,1.384894467,-0.086092392,6995659.779,7863738.541,1,867462.5254,11450,4.196096286,16.1552291,3709215.871,3778568.827,1,4841759.458,18417,0.960170096,-1.117100743,7647597.94,8996505.151,1,3429708.678,23097,1.512445216,0.296466571,6790902.907,7556297.417,1,1147424.576,8360,3.528633129,10.81737485,4244863.405,4362343.864,1,2
797845.6441,662540,0.828909111,0.348330433,633377.729,1015345.051,1,3836097.186,135502,1.381918644,-0.089738596,6932733.954,7871709.978,1,3434996.153,19774,1.51230392,0.296265256,6791675.167,7559380.867,1,2004736.322,14572,2.420561357,3.993530687,5457389.678,5770378.799,1,1997912.983,10755,2.420612049,3.993675751,5460963.263,5771335.755,1,2578386.593,19789,1.983490824,2.001053715,6067710.113,6545316.241,1,3718204.898,22931,1.384867585,-0.086120988,6992119.151,7866774.332,1,293923.2203,8639,7.68098029,58.99827605,2178820.553,2180180.691,1,2
611900.1186,441131,1.436333588,1.730351813,599792.4604,853273.2717,1,4076388.559,104590,1.266425709,-0.409484481,7137807.017,8167111.018,1,1162496.983,14707,3.528093751,10.81492906,4243593.552,4365118.976,1,2286596.085,13546,2.184709902,2.869212465,5780571.234,6170670.097,1,1996614.186,7975,2.420616457,3.993696409,5463068.87,5772845.067,1,2860980.949,19811,1.808053296,1.312566325,6330840.417,6898219.925,1,4560955.949,26145,1.056394375,-0.916238954,7505345.592,8727988.443,1,861120.7797,6831,4.196461589,16.15725655,3711969.388,3779776.205,1,2
2318936.864,886718,2.930524697,7.122026916,4487973.023,5017766.622,1,2521643.627,255526,2.172585753,2.838365906,5695899.626,6184826.04,1,2310714.136,16095,2.184187314,2.867913634,5772095.657,6171854.8,1,2855489.136,14382,1.808089854,1.312635046,6333715.414,6898538.815,1,2284306.525,9963,2.184713635,2.869218817,5780489.339,6169746.619,1,2587328.78,19228,1.983308476,2.000659539,6065619.153,6546939.528,1,4286615.119,30485,1.158418075,-0.682266595,7345710.702,8451033.528,1,1714684.746,8896,2.70484903,5.501740001,5102420.389,5341682.469,1,2
1187762.254,533524,5.01376978,24.89098253,2991029.822,3194590.279,1,2418171.102,108878,2.176286077,2.847310096,5734466.73,6178535.618,1,3424640.627,19477,1.512447689,0.296466221,6795809.264,7558334.728,1,1999950.254,13589,2.420595431,3.993628747,5459662.705,5770831.737,1,1431391.678,11392,3.060378504,7.623396132,4702364.684,4877123.346,1,2294438.644,19316,2.184684707,2.869148668,5777425.511,6170685.089,1,3435987.508,18835,1.512334477,0.296310075,6790320.315,7558634.863,1,862041.7458,8031,4.19645766,16.15721907,3710341.716,3778414.854,1,2
1224974.746,818732,6.538802877,47.16390557,2168685.285,2474680.547,1,2466392.373,142342,2.175189084,2.844700175,5716849.822,6181547.113,1,2015403.915,17658,2.420375467,3.993007304,5456604.284,5773363.855,1,3422615.593,14983,1.51242525,0.296434022,6796157.07,7557724.868,1,1716673,10751,2.704836252,5.501696698,5102382.319,5342285.289,1,3422322.339,15733,1.512469861,0.296497418,6797110.07,7558434.54,1,3430494.373,17604,1.512368017,0.296358448,6792974.118,7558483.901,1,1430272.966,5987,3.060363454,7.623342331,4704663.814,4878974.499,1,2
2061174.407,519630,2.952623822,7.197964642,4558319.51,4967347.633,1,3519473.847,147530,1.510961915,0.294378451,6747887.525,7559690.452,1,3138790.254,13352,1.65247605,0.755224188,6573233.037,7233745.097,1,1151648.254,11204,3.528564329,10.81706879,4244121.741,4362747.445,1,1712475.237,7557,2.704876089,5.501832112,5105230.841,5343613.117,1,4273136.576,17043,1.15846949,-0.682225462,7352238.273,8449787.6,1,3711518.186,22751,1.384892711,-0.086090128,6994907.167,7866053.208,1,1714705.475,10603,2.70486381,5.501789495,5104332.914,5343485.052,1,2
2148830.712,653918,2.926580962,7.098941104,4541632.131,4989418.349,1,1888052.593,124613,2.688381893,5.445348246,5056880.697,5357551.729,1,2015177.661,14636,2.420231775,3.992592498,5456215.291,5772923.453,1,3420170.136,12627,1.512471134,0.296501716,6797760.42,7558035.315,1,861458.5763,9505,4.196465071,16.15725696,3709102.1,3777085.165,1,4273661.644,14443,1.158451677,-0.682240128,7351022.126,8449012.953,1,2860608.271,16529,1.808073213,1.312601401,6333974.359,6900892.978,1,1429273.831,8537,3.060382294,7.623406341,4702195.056,4876341.399,1,2
1069869.119,587153,6.601576792,47.70631605,2183727.531,2415048.864,1,1536689.288,89095,3.056079537,7.606782992,4673252.758,4881654.211,1,3710146.254,17756,1.384860343,-0.086129681,6994988.23,7865476.839,1,2567258.288,11870,1.98353036,2.001139994,6072348.446,6545170.557,1,296979.2373,8337,7.680602254,58.99432899,2182183.298,2183897.9,1,3710292.763,17790,1.384901081,-0.086083456,6998259.952,7868406.389,1,2866831.593,24401,1.808062151,1.312583801,6332255.697,6901924.92,1,861822.6949,7258,4.196462301,16.15724892,3709855.227,3777895.253,1,2
1707285.678,749189,3.922608821,14.62361429,3587548.951,3945527.552,1,1604517.356,109555,3.045062324,7.563780635,4658571.796,4889676.03,1,3163237.831,14206,1.651580913,0.753730071,6565543.235,7237528.259,1,3143811.237,16165,1.652352052,0.755021291,6571645.722,7234507.692,1,2029734.881,11089,2.41177318,3.966002043,5452983.977,5775021.585,1,4563855.898,24248,1.056364133,-0.916260535,7503121.903,8727624.835,1,4568725.39,24837,1.056352129,-0.916267408,7503596.056,8730572.785,1,1715957.119,9203,2.704841789,5.50171807,5102882.182,5342524.639,1,2
2645214.695,681866,2.355317518,3.80350554,5260982.191,5848587.597,1,2956026.797,107393,1.806228539,1.309105454,6291279.77,6902712.851,1,2576753.492,16412,1.983380486,2.000809963,6066939.672,6543970.908,1,2001696.119,9047,2.420541748,3.993478969,5461301.085,5772960.653,1,2282310.932,10023,2.184747325,2.869299423,5781593.723,6170025.348,1,5410278.458,17170,0.78174767,-1.438809408,7888025.35,9509861.442,1,3996766.644,20593,1.267453256,-0.408468015,7177989.191,8162376.632,1,1145168.203,8769,3.528763291,10.81797506,4247641.757,4364409.043,1,2
1933028.847,558632,2.986912221,7.336122373,4582829.21,4937909.731,1,3766873.102,100712,1.384204535,-0.086906516,6964980.076,7866260.927,1,2002060.102,10436,2.42055311,3.993512998,5460461.463,5772306.062,1,1998383.831,9432,2.42060262,3.993652835,5460207.852,5770796.123,1,1714748.729,11044,2.70485876,5.501770111,5102521.254,5341797.722,1,2853295.763,16375,1.808129335,1.312708251,6335413.711,6899164.264,1,2571498.322,17572,1.983522579,2.001119766,6070348.063,6545010.908,1,858962.1695,6555,4.196473888,16.15730636,3709342.194,3776748.392,1,2
1346053.441,249330,4.002266411,15.05757296,3652298.02,3863295.379,1,2917509.593,60385,1.806692439,1.309981331,6308157.732,6901468.036,1,2002620.915,11405,2.420564393,3.993545399,5459564.364,5771666.384,1,579640,10369,5.286514707,26.85733178,3057659.567,3086551.822,1,579523.5254,9277,5.286483175,26.85707356,3054867.587,3083811.009,1,2568973.78,21260,1.98353273,2.001139954,6069040.179,6542826.807,1,4840709.102,19062,0.960178754,-1.117100387,7648519.114,8996709.757,1,1427529.288,6816,3.060398435,7.623469909,4703909.963,4877456.184,1,2
965729.2034,460098,6.298277618,44.26536466,2238734.314,2420664.42,1,3851753.034,199771,1.382151273,-0.08935324,6922093.601,7870149.692,1,2303969.797,20226,2.184430686,2.868516341,5775211.266,6172198.62,1,2010715.203,14280,2.420333774,3.992892543,5456860.012,5771966.429,1,2007968.051,11377,2.420249041,3.992640287,5457928.964,5772003.651,1,4562431.949,20679,1.05631557,-0.916291562,7504856.022,8728346.028,1,3143438.576,16392,1.652466462,0.755210976,6572744.644,7235327.109,1,1429365.119,9763,3.060368578,7.623353509,4702090.022,4876268.592,1,2
909939.6429,405167,6.726276423,48.30177807,2235573.164,2395105.702,1,1653295.446,113354.5,2.947754505,6.965667705,4777885.352,5015369.184,1,1220076.161,12730.5,3.420186399,10.05665029,4349199.531,4479547.405,1,3006043.161,10846,1.725030553,1.010610981,6470905.663,7082456.51,1,3897933.036,10869,1.30405581,-0.311876556,7136631.116,8075635.857,1,4506364.036,19614.5,1.077456584,-0.871458813,7477206.248,8672805.89,1,3012967.071,17420,1.725009807,1.010575882,6466652.674,7081583.48,1,1205147.125,6066.5,3.420492048,10.05797938,4351261.953,4477472.759,1,2
2025277.39,600602,2.979456019,7.309692644,4558431.19,4952661.101,1,2967223.61,114034,1.805274332,1.30723819,6289534.807,6905952.886,1,2004335,9771,2.420552054,3.993505265,5461681.719,5774230.107,1,3134092.814,12824,1.652524006,0.755307524,6577404.275,7235435.463,1,3133276.034,11974,1.652519304,0.755292382,6574933.228,7232873.432,1,3991742.847,23870,1.267507054,-0.408413938,7181673.128,8163103.768,1,5126735.407,21163,0.868861309,-1.289956744,7771586.499,9255122.109,1,578599.678,9647,5.28652149,26.85738081,3057415.228,3086118.66,1,2
1207341.763,179289,4.072754084,15.45531931,3665760.564,3829845.338,1,1214699.678,39302,3.523672169,10.79472807,4230663.182,4366994.581,1,3701355.136,9119,1.384919553,-0.086060453,7000869.064,7866478.423,1,2850479.542,11835,1.80812405,1.312698234,6337535.943,6899916.199,1,1432839.864,11497,3.060354659,7.623300647,4700875.219,4876136.961,1,3707450.593,24407,1.384914244,-0.086069209,6995531.776,7864680.933,1,3146875.475,23575,1.652450111,0.755184129,6572373.422,7236489.514,1,579025.2034,9771,5.286490362,26.85713881,3058496.03,3087251.048,1,2
1057082.136,355072,5.067445268,25.28583226,3007802.144,3164010.041,1,3484579.983,82799,1.511763391,0.295505092,6766993.981,7560315.211,1,1154493.644,16411,3.528626343,10.81734884,4243003.569,4362430.277,1,1431177.373,9243,3.060328901,7.623204987,4701964.205,4876680.867,1,864169.3898,9089,4.196443453,16.15714449,3711399.882,3779922.209,1,3424518.034,17120,1.512463924,0.296490853,6795683.812,7558168.298,1,3709098.61,16267,1.384900103,-0.086080348,6998038.438,7867649.674,1,859270.9831,6746,4.196470555,16.157288,3709331.749,3776808.553,1,2
1889761.102,116045,2.689975279,5.451406332,5053532.773,5355048.065,1,3453179.017,28130,1.511822976,0.29558153,6780580.022,7557873.512,1,861546.8136,5696,4.19627397,16.15620755,3708649.272,3776668.153,1,1430740.763,7658,3.060346917,7.623276112,4702352.913,4876921.191,1,1430023.322,9578,3.060394292,7.623460355,4703331.475,4877638.355,1,2566362.983,10763,1.98353944,2.001152591,6070198.423,6542858.488,1,1716201.831,15183,2.704874837,5.501825689,5103125.138,5342831.365,1,859021.2881,4650,4.196466247,16.15726388,3709569.169,3776980.983,1,2
1927528.424,89237,2.682896193,5.427984589,5043179.57,5358912.857,1,3734064.525,47558,1.384662649,-0.086361936,6982807.47,7866155.614,1,2565170.814,9596,1.983531424,2.001141934,6073790.46,6545667.41,1,1149247.034,8711,3.528618872,10.81731452,4244310.363,4362294.611,1,871513.2034,9560,4.195033303,16.14930261,3708874.015,3779171.004,1,2003849.678,16492,2.420556368,3.99351955,5459912.003,5772416.092,1,2005537.61,15565,2.420299564,3.992773858,5456904.452,5770206.125,1,9070.20339,4984,6.598358713,47.52624534,19106.55732,21003.37248,1,2
1214979.339,193784,4.082178682,15.50805439,3660282.045,3827108.619,1,1520460.746,30105,3.05112797,7.586839093,4680629.748,4883520.113,1,1441517.949,11836,3.060050318,7.622148605,4700020.969,4877884.889,1,1165050.288,16283,3.527716316,10.81322934,4242680.933,4364927.621,1,1487403.525,15751,3.052458927,7.592276095,4690795.115,4882928.054,1,605488.9831,16317,5.282676812,26.8301087,3053190.061,3087164.876,1,2020446.186,18463,2.419976929,3.991861394,5452031.998,5770879.311,1,869751.339,7071,4.195930081,16.15433336,3710911.517,3780731.04,1,2
2060458.915,210909,2.647165456,5.297924633,5018188.741,5385247.619,1,3492240.831,80306,1.510087817,0.292986421,6761075.712,7558644.633,1,3143002.814,24174,1.652487927,0.755244741,6573164.957,7235513.162,1,3149333.661,20195,1.652405951,0.755114198,6572725.114,7237872.783,1,2000117.407,13744,2.420614041,3.993679398,5459006.207,5770279.107,1,1153638.119,14120,3.528653657,10.81748432,4245347.978,4364445.685,1,295613.9322,8004,7.680875828,58.9971854,2181002.356,2182552.549,1,5806.79661,4785,1.778439259,3.886828414,4624.168938,7398.60815,1,3
