timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1567781320205,25,43,9.448242187500001E-6,0,0,44,7,1,1,1,1,1,1,0,Tag0,unknown
1567781321229,25,343,7.53662109375E-5,0,0,44,52,2,1,1,1,2,0,1,Tag0,unknown
1567781322245,0,65,1.42822265625E-5,0,0,41,230861,68585,14849,13283,7859,8610,6343,4523,Tag0,unknown
1567781323272,0,117,2.5708007812499998E-5,0,0,56,135280,20536,2975,9547,1865,5670,1786,1425,Tag0,unknown
1567781324272,0,60,1.318359375E-5,0,0,56,638493,132930,17726,14783,19416,16744466,16661,6305,Tag0,unknown
1567781325273,0,61,1.34033203125E-5,47,53,55,245883,27435,27753,6852,2107,10536,3631,2311,Tag0,unknown
1567781326280,0,-330,-7.2509765625E-5,34,51,40,104300,11251,1379,3143,1800,1355,1037,522,Tag0,unknown
1567781327280,0,-273,-5.998535156250001E-5,14,38,46,72338,154891,9166,13337,16759607,8280,23281,6378,Tag0,unknown
1567781328283,0,-74,-1.6259765625E-5,38,43,46,173650,7339,4170,3490,2865,6467,3009,3289,Tag0,unknown
1567781329297,0,-73,-1.6040039062500002E-5,34,17,40,554274,223322,26186,16091,2225,16752231,13496,7227,Tag0,unknown
1567781330298,0,69,1.51611328125E-5,47,16,40,19979,11468,2913,941,1715,1685,1548,240,Tag0,unknown
1567781331305,0,44,9.66796875E-6,88,27,40,222860,16758157,3496,14536,10030,24563,17922,10395,Tag0,unknown
1567781332325,0,106,2.3291015625000003E-5,60,24,47,52273,88484,15423,16746938,24604,14025,13862,5496,Tag0,unknown
1567781333345,0,52,1.142578125E-5,78,37,37,118991,16757558,18420,9049,16766,23223,26031,13580,Tag0,unknown
1567781334366,0,-281,-6.17431640625E-5,77,29,58,1215796,65484,5628,7814,7830,8467,4287,4224,Tag0,unknown
1567781335367,0,-295,-6.48193359375E-5,63,40,58,121485,24285,16573,6680,4928,8617,7683,2456,Tag0,unknown
1567781336367,0,22,4.833984375E-6,64,29,46,1096448,110387,18643,22757,29126,24428,8515,5778,Tag0,unknown
1567781337373,0,102,2.2412109374999998E-5,41,26,46,137726,27051,889,7596,5749,3609,2949,3385,Tag0,unknown
1567781338387,0,33,7.2509765625E-6,43,43,46,135117,19303,7245,11103,5324,4532,5599,2084,Tag0,unknown
1567781339405,0,-346,-7.6025390625E-5,17,34,42,152150,16761721,13061,2707,8527,4238,2379,2806,Tag0,unknown
1567781340410,0,113,2.48291015625E-5,44,43,42,740655,25793,5221,12586,4827,16263,7922,3561,Tag0,unknown
1567781341410,0,-268,-5.8886718750000006E-5,60,53,37,421431,86376,15459,76169,16759291,16751685,18590,10298,Tag0,unknown
1567781342424,0,64,1.40625E-5,77,53,55,1418471,16755050,16754647,16745488,16762508,16749190,19803,12457,Tag0,unknown
1567781343429,0,84,1.8457031250000004E-5,96,60,55,16764438,31401,12542,11509,7328,10111,14324,12430,Tag0,unknown
1567781344445,0,69,1.51611328125E-5,96,54,44,32148,5804,2469,1210,5240,6439,1884,3805,Tag0,unknown
1567781345445,0,52,1.142578125E-5,84,63,44,17075,16760697,16759752,16750499,7090,18970,17311,13202,Tag0,unknown
1567781346454,0,-165,-3.62548828125E-5,48,38,41,267056,297779,6013,12970,17257,19486,14764,10920,Tag0,unknown
1567781347471,0,44,9.66796875E-6,23,40,45,807811,454893,155284,71274,29859,21082,4078,8656,Tag0,unknown
1567781348488,0,32,7.03125E-6,1,53,45,224505,96638,71048,7124,5031,18888,7897,6662,Tag0,unknown
1567781349506,0,-46,-1.0107421875E-5,24,41,45,69038,13632,6931,9579,22845,14030,13406,7004,Tag0,unknown
1567781350514,0,-318,-6.9873046875E-5,47,77,56,295550,28976,30308,13134,3763,9608,5099,3720,Tag0,unknown
1567781351523,0,99,2.1752929687500003E-5,87,75,43,16776859,6760,2375,3075,3077,5726,2670,1850,Tag0,unknown
1567781352528,0,-276,-6.064453125E-5,100,56,47,134068,72885,3488,19256,31500,16757898,28335,13921,Tag0,unknown
1567781353528,0,53,1.1645507812500002E-5,100,51,47,70524,16757223,3280,16899,15159,27454,17145,13968,Tag0,unknown
1567781354543,0,-56,-1.23046875E-5,94,24,70,157625,178090,5962,19398,16598,16300,13481,3339,Tag0,unknown
1567781355547,0,-293,-6.43798828125E-5,93,17,40,682132,19742,3684,3868,6056,12844,13309,790,Tag0,unknown
1567781356565,0,52,1.142578125E-5,61,17,40,999051,196676,11733,21071,16749434,14077,10622,5794,Tag0,unknown
1567781357585,0,-184,-4.04296875E-5,48,34,40,58994,13625,8348,8439,3730,4688,2977,1088,Tag0,unknown
1567781358587,0,-371,-8.151855468750001E-5,64,48,54,256869,18813,1796,6483,2328,5752,2570,1878,Tag0,unknown
1567781359594,0,-557,-1.223876953125E-4,41,61,46,54171,16757768,8023,29283,4029,7243,898,710,Tag0,unknown
1567781360601,0,-298,-6.5478515625E-5,43,80,46,1986155,647687,535979,71289,70661,87284,11918,8493,Tag0,unknown
1567781361605,0,184,4.04296875E-5,34,64,46,1682876,555557,90378,16775307,16760908,16762905,22557,16860,Tag0,unknown
1567781362626,0,12,2.63671875E-6,20,67,46,1316062,337786,150964,25818,29451,16750533,12773,8116,Tag0,unknown
1567781363645,0,89,1.95556640625E-5,30,63,43,4526,30501,19531,23972,16756290,15497,12253,3571,Tag0,unknown
1567781364646,0,34,7.4707031250000005E-6,30,66,43,16765688,16912,10204,10906,3777,2425,2320,976,Tag0,unknown
1567781365652,0,112,2.4609375E-5,51,74,54,15860,28047,22113,8144,19712,18884,15411,7830,Tag0,unknown
1567781366659,0,66,1.4501953125E-5,48,64,54,867782,245560,17146,16766780,30823,22374,27026,13570,Tag0,unknown
1567781367700,0,81,1.77978515625E-5,54,63,54,258105,16761036,10998,19346,12483,25466,12221,10808,Tag0,unknown
1567781368706,0,112,2.4609375E-5,61,60,41,101124,134744,85526,16746738,29361,28187,16753183,14914,Tag0,unknown
1567781369721,0,98,2.1533203125E-5,64,60,41,6423,21359,8353,8019,3167,14272,11471,5882,Tag0,unknown
1567781370726,0,20,4.39453125E-6,84,70,46,24472,16753898,15382,28404,27408,19685,10247,3587,Tag0,unknown
1567781371727,0,-322,-7.0751953125E-5,56,67,46,943200,86223,10095,25298,24776,5514,15090,3237,Tag0,unknown
1567781372734,0,68,1.4941406250000001E-5,80,53,46,16753292,27229,2496,9189,8714,28757,11835,8865,Tag0,unknown
