timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1567620249099,25,41,9.008789062499999E-6,0,0,44,0,0,0,0,0,0,0,1,Tag0,unknown
1567620250109,25,100,2.197265625E-5,0,0,44,26,0,1,0,1,1,2,1,Tag0,unknown
1567620251115,0,56,1.23046875E-5,0,0,44,274923,71788,24587,24542,10412,11015,4445,5468,Tag0,unknown
1567620252121,0,64,1.40625E-5,0,0,44,199761,10802,3258,4262,5754,4296,3167,1986,Tag0,unknown
1567620253121,0,-307,-6.74560546875E-5,0,0,44,16744531,23869,20645,3633,15419,19545,6718,3137,Tag0,unknown
1567620254134,0,26,5.712890625E-6,30,30,44,1154458,212911,17967,15637,25263,14270,9163,8325,Tag0,unknown
1567620255141,0,100,2.197265625E-5,47,38,44,8537,17087,6471,8225,8983,16090,10133,4811,Tag0,unknown
1567620256148,0,32,7.03125E-6,50,40,44,55512,80542,16200,14184,8037,17840,9969,6003,Tag0,unknown
1567620257155,0,2,4.39453125E-7,64,57,44,4502,10195,21783,10410,12082,20516,16216,3593,Tag0,unknown
1567620258161,0,83,1.82373046875E-5,74,90,44,9842,11053,16746068,26773,10252,8732,11521,5501,Tag0,unknown
1567620259169,0,76,1.669921875E-5,66,78,44,32217,16755024,9442,11888,16754598,17635,6336,5238,Tag0,unknown
1567620260179,0,12,2.63671875E-6,54,70,44,839664,364744,16773939,28724,13755,26542,16787,13980,Tag0,unknown
1567620261183,0,-125,-2.74658203125E-5,60,51,44,7823,7052,2639,6517,12258,14675,5389,9956,Tag0,unknown
1567620262200,0,35,7.6904296875E-6,81,35,44,16753289,14208,6149,22588,7207,16747559,13498,4733,Tag0,unknown
1567620263213,0,-294,-6.4599609375E-5,70,40,44,16750480,16760903,16308,9989,15478,9081,10026,7083,Tag0,unknown
1567620264220,0,-128,-2.8125E-5,77,66,44,137135,16761520,73925,16760899,10988,14174,14938,2745,Tag0,unknown
1567620265227,0,0,0.0,77,70,44,15943,4620,4408,1400,1742,8943,1631,509,Tag0,unknown
1567620266234,0,-290,-6.3720703125E-5,63,78,44,23759,19989,30049,16220,20039,15508,6213,4826,Tag0,unknown
1567620267242,0,29,6.3720703125E-6,75,91,44,5154,9632,16065,22316,17110,14742,12539,5277,Tag0,unknown
