timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1567793148618,25,-301,-6.613769531250001E-5,0,0,83,1093,1061,80,117,15,5,10,22,Tag0,unknown
1567793149668,0,-60,-1.318359375E-5,0,0,39,2304173,273945,12641,16747583,11517,7528,7959,8896,Tag0,unknown
1567793150688,0,-340,-7.470703125E-5,0,0,39,83060,16752558,21383,16745469,7768,28865,16762410,14117,Tag0,unknown
1567793151708,0,117,2.5708007812499998E-5,0,0,39,195485,170528,77538,27522,7288,16748488,16767547,23461,Tag0,unknown
1567793152728,0,-295,-6.48193359375E-5,47,41,43,59283,16764423,16095,7171,7356,11327,11757,4814,Tag0,unknown
1567793153771,0,-105,-2.30712890625E-5,53,29,37,343274,77858,4060,7896,9760,13226,14546,2718,Tag0,unknown
1567793154776,0,-310,-6.8115234375E-5,51,24,36,16766932,16755042,6956,2664,1559,2982,4361,1427,Tag0,unknown
1567793155789,0,-266,-5.8447265625E-5,63,16,36,16757097,21256,1652,3645,7097,6409,5689,2102,Tag0,unknown
1567793156789,0,112,2.4609375E-5,53,10,36,689030,64512,27559,4010,3859,6350,15178,6307,Tag0,unknown
1567793157789,0,-263,-5.7788085937500005E-5,53,29,36,16773678,9255,5671,505,1505,2581,3105,1405,Tag0,unknown
1567793158789,0,-186,-4.0869140625E-5,60,40,44,765216,16756012,21552,8812,16894,10964,16755819,4899,Tag0,unknown
1567793159810,0,-268,-5.8886718750000006E-5,60,69,42,1709397,64545,157959,109106,16774213,131089,16754471,24261,Tag0,unknown
1567793160828,0,-134,-2.9443359375000003E-5,70,57,40,620326,16770858,1968,4998,6196,11973,19412,15764,Tag0,unknown
1567793161828,0,-257,-5.64697265625E-5,77,38,43,244002,12056,405,1226,1067,3836,3546,1786,Tag0,unknown
1567793162832,0,-277,-6.0864257812500005E-5,70,37,39,2017039,672004,151536,60972,8836,66910,88943,18599,Tag0,unknown
1567793163840,0,-268,-5.8886718750000006E-5,61,4,39,779178,162376,14227,12082,3480,15695,25141,15702,Tag0,unknown
1567793164850,0,-325,-7.14111328125E-5,67,30,42,1706829,36408,37678,16755624,16758000,34757,42983,20597,Tag0,unknown
1567793165869,0,38,8.349609375E-6,54,37,40,730388,1581565,218473,34142,16748294,38948,16765326,16750702,Tag0,unknown
1567793166889,0,-154,-3.3837890625E-5,44,13,38,1620280,248655,9083,12984,24920,6151,20579,11728,Tag0,unknown
1567793167909,0,99,2.1752929687500003E-5,40,24,41,73639,28578,1145,7440,1813,2109,3570,1341,Tag0,unknown
1567793168909,0,90,1.9775390625E-5,35,13,39,985713,282406,16756012,31363,17930,16776631,16775297,29836,Tag0,unknown
1567793169915,0,71,1.56005859375E-5,44,26,41,16760904,18876,8508,4117,3614,5788,3569,2220,Tag0,unknown
1567793170922,0,339,7.448730468750001E-5,56,40,50,1458386,536501,16775098,16757240,16756846,16766518,47956,33761,Tag0,unknown
1567793171928,0,86,1.8896484375000003E-5,60,26,40,571963,209726,14836,8183,14900,19228,31125,5516,Tag0,unknown
1567793172971,0,-284,-6.240234375E-5,63,17,40,1340479,375276,16772175,10625,14427,153313,135604,16274,Tag0,unknown
1567793173977,0,42,9.228515625000002E-6,70,24,40,389306,8960,11746,1162,414,10043,6592,2265,Tag0,unknown
1567793174988,0,8,1.7578125E-6,80,26,43,2117690,255526,16749304,16775139,69284,36111,133862,17017,Tag0,unknown
1567793175989,0,-322,-7.0751953125E-5,80,40,38,433004,28345,1297,8070,2321,3327,3549,3182,Tag0,unknown
1567793176997,0,40,8.7890625E-6,81,64,39,84257,3501,2527,2173,315,2885,4930,1005,Tag0,unknown
1567793178004,0,23,5.0537109375E-6,61,41,39,1857408,1007502,97478,16750155,25185,16757633,123047,16754025,Tag0,unknown
1567793179009,0,65,1.42822265625E-5,54,35,37,373833,148061,9120,9388,9963,19499,27451,7576,Tag0,unknown
1567793180028,0,-261,-5.73486328125E-5,53,41,37,3006803,660299,172290,38644,26038,79620,16749578,16563,Tag0,unknown
1567793181049,0,114,2.5048828125000003E-5,51,35,39,825508,16769080,14616,21028,3698,24638,19052,3222,Tag0,unknown
1567793182070,0,28,6.15234375E-6,56,43,43,146529,29828,5227,3576,3148,2895,16024,1747,Tag0,unknown
1567793183089,0,49,1.07666015625E-5,56,40,43,1705238,406190,30823,13695,28615,16768447,16750649,3168,Tag0,unknown
1567793184108,0,58,1.2744140625E-5,67,38,38,629394,16752955,26442,3962,7082,18534,18508,2042,Tag0,unknown
